hiLocus	iLocus	Species	Protein
HILC-3069	Amh3ILC-07869	Amh3	NP_001314895.1
HILC-3070	Am32ILC-21163	Am32	GB52259-PA
HILC-3070	AmelILC-15993	Amel	XP_003251824.1
HILC-3070	Amh3ILC-03137	Amh3	XP_003251824.1
HILC-3071	Am32ILC-12941	Am32	GB55902-PA
HILC-3071	AmelILC-04502	Amel	XP_016767047.1
HILC-3071	Amh3ILC-04433	Amh3	NP_001035353.1
HILC-3072	Am32ILC-16343	Am32	GB44342-PA
HILC-3072	AmelILC-07956	Amel	XP_006568357.1
HILC-3072	Amh3ILC-07813	Amh3	XP_006568357.1
HILC-3073	Am32ILC-12656	Am32	GB53096-PA
HILC-3073	AmelILC-04233	Amel	XP_016767077.1
HILC-3073	Amh3ILC-04268	Amh3	XP_016767077.2
HILC-3074	Am32ILC-17355	Am32	GB41167-PA
HILC-3074	AmelILC-08196	Amel	XP_006558926.1
HILC-3074	Amh3ILC-08089	Amh3	XP_393594.3
HILC-3075	Am32ILC-11455	Am32	GB49118-PA
HILC-3075	AmelILC-03329	Amel	XP_006558513.2
HILC-3075	Amh3ILC-03352	Amh3	XP_006558513.3
HILC-3076	Am32ILC-00221	Am32	GB40732-PA
HILC-3076	AmelILC-00562	Amel	NP_001128412.1
HILC-3076	Amh3ILC-00468	Amh3	NP_001128412.1
HILC-3077	Am32ILC-21353	Am32	GB42515-PA
HILC-3077	AmelILC-17074	Amel	XP_016773032.1
HILC-3077	Amh3ILC-09111	Amh3	XP_026298560.1
HILC-3078	Am32ILC-16894	Am32	GB54802-PA
HILC-3078	AmelILC-08941	Amel	XP_006568076.1
HILC-3078	Amh3ILC-08785	Amh3	XP_006568081.1
HILC-3079	Am32ILC-16404	Am32	GB44296-PA
HILC-3079	AmelILC-07904	Amel	XP_006568394.1
HILC-3079	Amh3ILC-07767	Amh3	XP_006568395.1
HILC-3080	Am32ILC-14821	Am32	GB46077-PA
HILC-3080	AmelILC-06445	Amel	XP_016768359.1
HILC-3080	Amh3ILC-06764	Amh3	XP_016768360.1
HILC-3081	Am32ILC-15397	Am32	GB53532-PA
HILC-3081	AmelILC-06921	Amel	XP_003251581.1
HILC-3081	Amh3ILC-06821	Amh3	XP_003251581.1
HILC-3082	Am32ILC-11180	Am32	GB47011-PA
HILC-3082	AmelILC-03923	Amel	XP_006568521.1
HILC-3082	Amh3ILC-03924	Amh3	XP_006568521.2
HILC-3083	Am32ILC-11231	Am32	GB41222-PA
HILC-3083	AmelILC-04031	Amel	XP_001120679.2
HILC-3083	Amh3ILC-03997	Amh3	XP_001120679.2
HILC-3084	Am32ILC-17123	Am32	GB51723-PA
HILC-3084	AmelILC-09126	Amel	XP_624393.1
HILC-3084	Amh3ILC-08933	Amh3	XP_624393.1
HILC-3085	Am32ILC-06959	Am32	GB53848-PA
HILC-3085	AmelILC-13313	Amel	XP_006562812.1
HILC-3085	Amh3ILC-13253	Amh3	XP_006562812.1
HILC-3086	Am32ILC-04778	Am32	GB44902-PA
HILC-3086	AmelILC-11983	Amel	XP_006566716.1
HILC-3086	Amh3ILC-11865	Amh3	XP_006566714.1
HILC-3087	Am32ILC-14815	Am32	GB46007-PA
HILC-3087	AmelILC-06451	Amel	XP_016768427.1
HILC-3087	Amh3ILC-06757	Amh3	XP_016768427.2
HILC-3088	Am32ILC-20039	Am32	GB50630-PA
HILC-3088	AmelILC-16796	Amel	XP_016772943.1
HILC-3088	Amh3ILC-01106	Amh3	XP_016772943.1
HILC-3089	Am32ILC-01096	Am32	GB46511-PA
HILC-3089	AmelILC-01093	Amel	XP_397552.4
HILC-3089	Amh3ILC-01030	Amh3	XP_397552.4
HILC-3090	Am32ILC-12839	Am32	GB49597-PA
HILC-3090	AmelILC-04362	Amel	XP_393068.3
HILC-3090	Amh3ILC-04380	Amh3	XP_026296194.1
HILC-3091	Am32ILC-07451	Am32	GB52812-PA
HILC-3091	AmelILC-14153	Amel	XP_016771885.1
HILC-3091	Amh3ILC-13957	Amh3	XP_395389.2
HILC-3092	Am32ILC-15876	Am32	GB53792-PA
HILC-3092	AmelILC-07534	Amel	XP_016768468.1
HILC-3092	Amh3ILC-07360	Amh3	XP_016768467.1
HILC-3093	Am32ILC-08807	Am32	GB50282-PA
HILC-3093	AmelILC-15182	Amel	XP_006563762.1
HILC-3093	Amh3ILC-15080	Amh3	XP_006563762.1
HILC-3094	Am32ILC-07009	Am32	GB49019-PA
HILC-3094	AmelILC-13531	Amel	XP_016771788.1
HILC-3094	Amh3ILC-13473	Amh3	XP_016771788.1
HILC-3095	Am32ILC-00798	Am32	GB45871-PA
HILC-3095	AmelILC-00896	Amel	XP_395627.4
HILC-3095	Amh3ILC-00811	Amh3	XP_395627.4
HILC-3096	Am32ILC-08586	Am32	GB50197-PA
HILC-3096	AmelILC-14980	Amel	XP_006563571.1
HILC-3096	Amh3ILC-14887	Amh3	XP_006563571.1
HILC-3097	Am32ILC-01274	Am32	GB47436-PA
HILC-3097	AmelILC-01399	Amel	XP_006570770.1
HILC-3097	Amh3ILC-01179	Amh3	XP_026302058.1
HILC-3098	Am32ILC-14008	Am32	GB52323-PA
HILC-3098	AmelILC-05122	Amel	XP_006557964.1
HILC-3098	Amh3ILC-05163	Amh3	XP_006557964.1
HILC-3099	Am32ILC-10410	Am32	GB55564-PA
HILC-3099	AmelILC-03084	Amel	XP_001122316.2
HILC-3099	Amh3ILC-02960	Amh3	XP_001122316.2
HILC-3100	Am32ILC-01737	Am32	GB42204-PA
HILC-3100	AmelILC-01544	Amel	XP_016767545.1
HILC-3100	Amh3ILC-01432	Amh3	XP_016767545.1
HILC-3101	Am32ILC-01659	Am32	GB40015-PA
HILC-3101	AmelILC-01509	Amel	XP_016773417.1
HILC-3101	Amh3ILC-01392	Amh3	XP_016773416.1
HILC-3102	Am32ILC-08330	Am32	GB50507-PA
HILC-3102	AmelILC-14759	Amel	XP_016772162.1
HILC-3102	Amh3ILC-14694	Amh3	XP_026301340.1
HILC-3103	Am32ILC-08492	Am32	GB50076-PA
HILC-3103	AmelILC-14895	Amel	XP_396922.2
HILC-3103	Amh3ILC-14806	Amh3	XP_396922.2
HILC-3104	Am32ILC-13860	Am32	GB41336-PA
HILC-3104	AmelILC-05998	Amel	XP_006569970.1
HILC-3104	Amh3ILC-05971	Amh3	XP_006569970.1
HILC-3105	Am32ILC-05323	Am32	GB55241-PA
HILC-3105	AmelILC-11278	Amel	XP_006559073.1
HILC-3105	Amh3ILC-11096	Amh3	XP_006559073.1
HILC-3106	Am32ILC-11680	Am32	GB51506-PA
HILC-3106	AmelILC-03494	Amel	XP_394893.3
HILC-3106	Amh3ILC-03519	Amh3	XP_394893.3
HILC-3107	Am32ILC-05052	Am32	GB43230-PA
HILC-3107	AmelILC-12102	Amel	XP_006570506.1
HILC-3107	Amh3ILC-12093	Amh3	XP_003251544.2
HILC-3108	Am32ILC-13221	Am32	GB42032-PA
HILC-3108	AmelILC-05414	Amel	XP_016767700.1
HILC-3108	Amh3ILC-05423	Amh3	XP_016767700.2
HILC-3109	Am32ILC-10361	Am32	GB55474-PA
HILC-3109	AmelILC-03127	Amel	XP_006568836.1
HILC-3109	Amh3ILC-02998	Amh3	XP_006568836.1
HILC-3110	Am32ILC-13269	Am32	GB42015-PA
HILC-3110	AmelILC-05451	Amel	XP_001120874.3
HILC-3110	Amh3ILC-05458	Amh3	XP_001120874.3
HILC-3111	Am32ILC-18038	Am32	GB41796-PA
HILC-3111	AmelILC-08806	Amel	XP_016768965.1
HILC-3111	Amh3ILC-08637	Amh3	XP_026298076.1
HILC-3112	Am32ILC-06506	Am32	GB54743-PA
HILC-3112	AmelILC-12953	Amel	XP_016771308.1
HILC-3112	Amh3ILC-12917	Amh3	XP_016771308.1
HILC-3113	Am32ILC-16906	Am32	GB54797-PA
HILC-3113	AmelILC-08953	Amel	XP_006568089.1
HILC-3113	Amh3ILC-08796	Amh3	XP_006568090.1
HILC-3114	Am32ILC-11440	Am32	GB49086-PA
HILC-3114	AmelILC-03317	Amel	XP_006558468.1
HILC-3114	Amh3ILC-03364	Amh3	XP_006558469.1
HILC-3115	Am32ILC-13314	Am32	GB48632-PA
HILC-3115	AmelILC-05501	Amel	XP_006564807.1
HILC-3115	Amh3ILC-05491	Amh3	XP_396416.3
HILC-3116	Am32ILC-14583	Am32	GB54486-PA
HILC-3116	AmelILC-06292	Amel	XP_016768291.1
HILC-3116	Amh3ILC-06251	Amh3	XP_026296995.1
HILC-3117	Am32ILC-14525	Am32	GB51188-PA
HILC-3117	AmelILC-06164	Amel	XP_624721.2
HILC-3117	Amh3ILC-06200	Amh3	XP_624721.2
HILC-3118	Am32ILC-08832	Am32	GB50289-PA
HILC-3118	AmelILC-15205	Amel	XP_624497.2
HILC-3118	Amh3ILC-15102	Amh3	XP_624497.2
HILC-3119	Am32ILC-08568	Am32	GB50191-PA
HILC-3119	AmelILC-14961	Amel	XP_001119915.1
HILC-3119	Amh3ILC-14869	Amh3	XP_001119915.1
HILC-3120	Am32ILC-07168	Am32	GB54180-PA
HILC-3120	AmelILC-13946	Amel	XP_006563032.1
HILC-3120	Amh3ILC-13899	Amh3	XP_006563032.1
HILC-3121	Am32ILC-05703	Am32	GB49331-PA
HILC-3121	AmelILC-12704	Amel	XP_001120669.2
HILC-3121	Amh3ILC-12534	Amh3	XP_001120669.2
HILC-3122	Am32ILC-06853	Am32	GB40085-PA
HILC-3122	AmelILC-13228	Amel	XP_006560438.1
HILC-3122	Amh3ILC-13178	Amh3	XP_006560438.1
HILC-3123	Am32ILC-00545	Am32	GB41080-PA
HILC-3123	AmelILC-00801	Amel	XP_395043.3
HILC-3123	Amh3ILC-00702	Amh3	XP_395043.3
HILC-3124	Am32ILC-03344	Am32	GB51033-PA
HILC-3124	AmelILC-10841	Amel	XP_396426.4
HILC-3124	Amh3ILC-13728	Amh3	XP_396426.5
HILC-3125	Am32ILC-07457	Am32	GB41670-PA
HILC-3125	AmelILC-14159	Amel	XP_006565666.1
HILC-3125	Amh3ILC-14248	Amh3	XP_006565666.1
HILC-3126	Am32ILC-11739	Am32	GB51479-PA
HILC-3126	AmelILC-03539	Amel	XP_393579.3
HILC-3126	Amh3ILC-03475	Amh3	XP_026295253.1
HILC-3127	Am32ILC-08009	Am32	GB54683-PA
HILC-3127	AmelILC-14503	Amel	XP_623592.3
HILC-3127	Amh3ILC-14440	Amh3	XP_623592.4
HILC-3128	Am32ILC-07337	Am32	GB52761-PA
HILC-3128	AmelILC-14056	Amel	XP_006564932.1
HILC-3128	Amh3ILC-14043	Amh3	XP_006564930.1
HILC-3129	Am32ILC-12238	Am32	GB44075-PA
HILC-3129	AmelILC-04776	Amel	XP_006567219.1
HILC-3129	Amh3ILC-04854	Amh3	XP_006567221.1
HILC-3130	Am32ILC-11534	Am32	GB46895-PA
HILC-3130	AmelILC-03408	Amel	XP_006559769.1
HILC-3130	Amh3ILC-03459	Amh3	XP_624980.3
HILC-3131	Am32ILC-02539	Am32	GB53192-PA
HILC-3131	AmelILC-00316	Amel	XP_003249985.1
HILC-3131	Amh3ILC-00296	Amh3	XP_003249985.1
HILC-3132	Am32ILC-18278	Am32	GB42720-PA
HILC-3132	AmelILC-09475	Amel	XP_006561684.1
HILC-3132	Amh3ILC-09375	Amh3	XP_006561684.1
HILC-3133	Am32ILC-12511	Am32	GB52992-PA
HILC-3133	AmelILC-05004	Amel	XP_006569379.1
HILC-3133	Amh3ILC-04971	Amh3	XP_006569379.1
HILC-3134	Am32ILC-20853	Am32	GB55107-PA
HILC-3134	AmelILC-17002	Amel	XP_006572387.1
HILC-3134	Amh3ILC-05068	Amh3	XP_006572387.1
HILC-3135	Am32ILC-02921	Am32	GB54598-PA
HILC-3135	AmelILC-10231	Amel	XP_392582.1
HILC-3135	Amh3ILC-10132	Amh3	XP_392582.1
HILC-3136	Am32ILC-05672	Am32	GB49344-PA
HILC-3136	AmelILC-12728	Amel	XP_006565227.1
HILC-3136	Amh3ILC-12509	Amh3	XP_624002.4
HILC-3137	Am32ILC-05626	Am32	GB40599-PA
HILC-3137	AmelILC-12475	Amel	XP_396090.2
HILC-3137	Amh3ILC-12475	Amh3	XP_396090.2
HILC-3138	Am32ILC-03817	Am32	GB47336-PA
HILC-3138	AmelILC-10938	Amel	XP_016770060.1
HILC-3138	Amh3ILC-10790	Amh3	XP_026298883.1
HILC-3139	Am32ILC-15058	Am32	GB41472-PA
HILC-3139	AmelILC-06756	Amel	XP_006565404.1
HILC-3139	Amh3ILC-06601	Amh3	XP_006565404.1
HILC-3140	Am32ILC-16765	Am32	GB42531-PA
HILC-3140	AmelILC-07492	Amel	XP_001121052.1
HILC-3140	Amh3ILC-07295	Amh3	XP_001121052.1
HILC-3141	Am32ILC-20557	Am32	GB43693-PA
HILC-3141	AmelILC-15964	Amel	XP_006571920.1
HILC-3141	Amh3ILC-01969	Amh3	XP_624026.3
HILC-3142	Am32ILC-15720	Am32	GB45316-PA
HILC-3142	AmelILC-07232	Amel	XP_006571024.1
HILC-3142	Amh3ILC-06926	Amh3	XP_397338.3
HILC-3143	Am32ILC-15039	Am32	GB45777-PA
HILC-3143	AmelILC-06220	Amel	XP_006558188.1
HILC-3143	Amh3ILC-06150	Amh3	XP_006558188.1
HILC-3144	Am32ILC-21630	Am32	GB47813-PA
HILC-3144	AmelILC-17128	Amel	XP_625201.3
HILC-3144	Amh3ILC-11216	Amh3	XP_625201.3
HILC-3145	Am32ILC-10703	Am32	GB55669-PA
HILC-3145	AmelILC-02841	Amel	XP_001119981.3
HILC-3145	Amh3ILC-02714	Amh3	XP_001119981.4
HILC-3146	Am32ILC-14146	Am32	GB45738-PA
HILC-3146	AmelILC-06053	Amel	XP_396462.2
HILC-3146	Amh3ILC-06092	Amh3	XP_396462.2
HILC-3147	Am32ILC-09627	Am32	GB45939-PA
HILC-3147	AmelILC-15723	Amel	XP_016772605.1
HILC-3147	Amh3ILC-15593	Amh3	XP_016772605.1
HILC-3148	Am32ILC-15284	Am32	GB42969-PA
HILC-3148	AmelILC-06837	Amel	XP_016768351.1
HILC-3148	Amh3ILC-06672	Amh3	XP_016768351.1
HILC-3149	Am32ILC-09909	Am32	GB43379-PA
HILC-3149	AmelILC-02482	Amel	XP_006564290.1
HILC-3149	Amh3ILC-02397	Amh3	XP_006564290.2
HILC-3150	Am32ILC-06861	Am32	GB40142-PA
HILC-3150	AmelILC-13235	Amel	XP_003249677.2
HILC-3150	Amh3ILC-13170	Amh3	XP_003249677.2
HILC-3151	Am32ILC-08139	Am32	GB49497-PA
HILC-3151	AmelILC-14601	Amel	XP_624112.1
HILC-3151	Amh3ILC-14540	Amh3	XP_624112.1
HILC-3152	Am32ILC-00913	Am32	GB44735-PA
HILC-3152	AmelILC-00991	Amel	XP_003251417.1
HILC-3152	Amh3ILC-00881	Amh3	XP_003251417.1
HILC-3153	Am32ILC-15797	Am32	GB48078-PA
HILC-3153	AmelILC-06237	Amel	XP_016768062.1
HILC-3153	Amh3ILC-06229	Amh3	XP_393493.3
HILC-3154	Am32ILC-07843	Am32	GB43591-PA
HILC-3154	AmelILC-13708	Amel	XP_391991.1
HILC-3154	Amh3ILC-13617	Amh3	XP_391991.1
HILC-3155	Am32ILC-26205	Am32	GB54573-PA
HILC-3155	AmelILC-16529	Amel	XP_006572172.1
HILC-3155	Amh3ILC-05080	Amh3	XP_006572172.1
HILC-3156	Am32ILC-11547	Am32	GB46914-PA
HILC-3156	AmelILC-03416	Amel	NP_001035357.1
HILC-3156	Amh3ILC-03451	Amh3	NP_001035357.1
HILC-3157	Am32ILC-07528	Am32	GB41699-PA
HILC-3157	AmelILC-14217	Amel	XP_006565744.2
HILC-3157	Amh3ILC-14189	Amh3	XP_026300848.1
HILC-3158	Am32ILC-18036	Am32	GB41797-PA
HILC-3158	AmelILC-08808	Amel	XP_006564640.1
HILC-3158	Amh3ILC-08634	Amh3	XP_006564637.1
HILC-3159	Am32ILC-08437	Am32	GB50142-PA
HILC-3159	AmelILC-14848	Amel	XP_001121838.2
HILC-3159	Amh3ILC-14761	Amh3	XP_001121838.2
HILC-3160	Am32ILC-05129	Am32	GB43942-PA
HILC-3160	AmelILC-11088	Amel	XP_006558107.1
HILC-3160	Amh3ILC-10915	Amh3	XP_395356.4
HILC-3161	Am32ILC-04370	Am32	GB45077-PA
HILC-3161	AmelILC-11580	Amel	XP_016770657.1
HILC-3161	Amh3ILC-11481	Amh3	XP_026299394.1
HILC-3162	Am32ILC-07428	Am32	GB52801-PA
HILC-3162	AmelILC-14126	Amel	XP_392797.3
HILC-3162	Amh3ILC-13981	Amh3	XP_006564999.1
HILC-3163	Am32ILC-03164	Am32	GB54252-PA
HILC-3163	AmelILC-10419	Amel	XP_006564509.1
HILC-3163	Amh3ILC-10368	Amh3	XP_006564510.1
HILC-3164	Am32ILC-02283	Am32	GB53954-PA
HILC-3164	AmelILC-02044	Amel	XP_003251769.2
HILC-3164	Amh3ILC-01837	Amh3	XP_003251769.2
HILC-3165	Am32ILC-16910	Am32	GB54818-PA
HILC-3165	AmelILC-08959	Amel	XP_016769116.1
HILC-3165	Amh3ILC-08802	Amh3	XP_016769116.1
HILC-3166	Am32ILC-04604	Am32	GB44981-PA
HILC-3166	AmelILC-11803	Amel	XP_016770623.1
HILC-3166	Amh3ILC-11690	Amh3	XP_016770623.2
HILC-3167	Am32ILC-22148	Am32	GB40894-PA
HILC-3167	AmelILC-16062	Amel	XP_016772766.1
HILC-3167	Amh3ILC-05024	Amh3	XP_026296632.1
HILC-3168	Am32ILC-14533	Am32	GB51226-PA
HILC-3168	AmelILC-06161	Amel	XP_006557589.1
HILC-3168	Amh3ILC-06204	Amh3	XP_006557586.1
HILC-3169	Am32ILC-01955	Am32	GB51620-PA
HILC-3169	AmelILC-01743	Amel	XP_394150.4
HILC-3169	Amh3ILC-01595	Amh3	XP_394150.4
HILC-3170	Am32ILC-01128	Am32	GB46521-PA
HILC-3170	AmelILC-01061	Amel	XP_393236.2
HILC-3170	Amh3ILC-01063	Amh3	XP_393236.2
HILC-3171	Am32ILC-17236	Am32	GB51651-PA
HILC-3171	AmelILC-09229	Amel	XP_006569876.1
HILC-3171	Amh3ILC-09035	Amh3	XP_006569876.2
HILC-3172	Am32ILC-06423	Am32	GB49854-PA
HILC-3172	AmelILC-13387	Amel	NP_001011598.1
HILC-3172	Amh3ILC-13313	Amh3	NP_001011598.1
HILC-3173	Am32ILC-04465	Am32	GB45038-PA
HILC-3173	AmelILC-11656	Amel	XP_016770324.1
HILC-3173	Amh3ILC-11550	Amh3	XP_006566417.1
HILC-3174	Am32ILC-02544	Am32	GB53190-PA
HILC-3174	AmelILC-00311	Amel	XP_624464.3
HILC-3174	Amh3ILC-00300	Amh3	XP_624464.3
HILC-3175	Am32ILC-18566	Am32	GB42604-PA
HILC-3175	AmelILC-09714	Amel	XP_006561895.1
HILC-3175	Amh3ILC-09628	Amh3	XP_006561895.1
HILC-3176	Am32ILC-12323	Am32	GB44045-PA
HILC-3176	AmelILC-04840	Amel	XP_006567283.1
HILC-3176	Amh3ILC-04785	Amh3	XP_006567280.1
HILC-3177	Am32ILC-10854	Am32	GB43464-PA
HILC-3177	AmelILC-02278	Amel	XP_623670.3
HILC-3177	Amh3ILC-02219	Amh3	XP_623670.3
HILC-3178	Am32ILC-26143	Am32	GB48316-PA
HILC-3178	AmelILC-16504	Amel	XP_016772878.1
HILC-3178	Amh3ILC-12259	Amh3	XP_026300081.1
HILC-3179	Am32ILC-15622	Am32	GB45352-PA
HILC-3179	AmelILC-07143	Amel	XP_006570976.2
HILC-3179	Amh3ILC-07004	Amh3	XP_006570976.2
HILC-3180	Am32ILC-06218	Am32	GB55102-PA
HILC-3180	AmelILC-12384	Amel	XP_006559328.1
HILC-3180	Amh3ILC-12244	Amh3	XP_006559328.1
HILC-3181	Am32ILC-03646	Am32	GB51155-PA
HILC-3181	AmelILC-10591	Amel	XP_016769770.1
HILC-3181	Amh3ILC-10637	Amh3	XP_006566246.2
HILC-3182	Am32ILC-20555	Am32	GB43684-PA
HILC-3182	AmelILC-15962	Amel	XP_016772731.1
HILC-3182	Amh3ILC-01971	Amh3	XP_026294854.1
HILC-3183	Am32ILC-07122	Am32	GB54166-PA
HILC-3183	AmelILC-13990	Amel	XP_392009.4
HILC-3183	Amh3ILC-13936	Amh3	XP_006562995.1
HILC-3184	Am32ILC-12067	Am32	GB49650-PA
HILC-3184	AmelILC-04135	Amel	XP_003249094.1
HILC-3184	Amh3ILC-04109	Amh3	XP_006557394.2
HILC-3185	Am32ILC-08305	Am32	GB50515-PA
HILC-3185	AmelILC-14737	Amel	XP_016772302.1
HILC-3185	Amh3ILC-14673	Amh3	XP_006561093.1
HILC-3186	Am32ILC-16799	Am32	GB47882-PA
HILC-3186	AmelILC-08087	Amel	XP_397451.4
HILC-3186	Amh3ILC-07965	Amh3	XP_026298025.1
HILC-3187	Am32ILC-08645	Am32	GB50011-PA
HILC-3187	AmelILC-15034	Amel	XP_006563630.1
HILC-3187	Amh3ILC-14941	Amh3	XP_006563630.1
HILC-3188	Am32ILC-12034	Am32	GB53748-PA
HILC-3188	AmelILC-03792	Amel	XP_001121746.1
HILC-3188	Amh3ILC-03763	Amh3	XP_001121746.2
HILC-3189	Am32ILC-14019	Am32	GB45682-PA
HILC-3189	AmelILC-06150	Amel	XP_006570235.1
HILC-3189	Amh3ILC-06001	Amh3	XP_026296615.1
HILC-3190	Am32ILC-06248	Am32	GB47791-PA
HILC-3190	AmelILC-13339	Amel	XP_016771336.1
HILC-3190	Amh3ILC-13269	Amh3	XP_026300595.1
HILC-3191	Am32ILC-02845	Am32	GB55872-PA
HILC-3191	AmelILC-10176	Amel	XP_003249834.1
HILC-3191	Amh3ILC-10089	Amh3	XP_003249834.2
HILC-3192	Am32ILC-12934	Am32	GB55906-PA
HILC-3192	AmelILC-04496	Amel	XP_006562056.1
HILC-3192	Amh3ILC-04439	Amh3	XP_006562058.2
HILC-3193	Am32ILC-01291	Am32	GB47462-PA
HILC-3193	AmelILC-01382	Amel	XP_623282.1
HILC-3193	Amh3ILC-01194	Amh3	XP_623282.2
HILC-3194	Am32ILC-08402	Am32	GB50108-PA
HILC-3194	AmelILC-14808	Amel	XP_016772129.1
HILC-3194	Amh3ILC-14726	Amh3	XP_016772129.1
HILC-3195	Am32ILC-08629	Am32	GB50217-PA
HILC-3195	AmelILC-15019	Amel	XP_016772012.1
HILC-3195	Amh3ILC-14927	Amh3	XP_016772012.1
HILC-3196	Am32ILC-17043	Am32	GB41967-PA
HILC-3196	AmelILC-09070	Amel	XP_006568586.1
HILC-3196	Amh3ILC-08862	Amh3	XP_003251243.2
HILC-3197	Am32ILC-12214	Am32	GB44081-PA
HILC-3197	AmelILC-04754	Amel	XP_006567213.1
HILC-3197	Amh3ILC-04874	Amh3	XP_006567213.1
HILC-3198	Am32ILC-12854	Am32	GB49524-PA
HILC-3198	AmelILC-04351	Amel	XP_016767144.1
HILC-3198	Amh3ILC-04393	Amh3	XP_016767144.1
HILC-3199	Am32ILC-15583	Am32	GB45365-PA
HILC-3199	AmelILC-07101	Amel	XP_395404.2
HILC-3199	Amh3ILC-07042	Amh3	XP_395404.2
HILC-3200	Am32ILC-07861	Am32	GB43586-PA
HILC-3200	AmelILC-13714	Amel	XP_003249653.1
HILC-3200	Amh3ILC-13621	Amh3	XP_026300920.1
HILC-3201	Am32ILC-13555	Am32	GB44621-PA
HILC-3201	AmelILC-05681	Amel	XP_006567817.1
HILC-3201	Amh3ILC-05715	Amh3	XP_006567817.1
HILC-3202	Am32ILC-14224	Am32	GB55039-PA
HILC-3202	AmelILC-05171	Amel	XP_392588.2
HILC-3202	Amh3ILC-05211	Amh3	XP_392588.2
HILC-3203	Am32ILC-01346	Am32	GB47409-PA
HILC-3203	AmelILC-01339	Amel	XP_006570860.1
HILC-3203	Amh3ILC-01237	Amh3	XP_006570860.1
HILC-3204	Am32ILC-09164	Am32	GB54328-PA
HILC-3204	AmelILC-15307	Amel	XP_624912.3
HILC-3204	Amh3ILC-15209	Amh3	XP_624912.3
HILC-3205	Am32ILC-03186	Am32	GB54250-PA
HILC-3205	AmelILC-10433	Amel	XP_003250475.1
HILC-3205	Amh3ILC-10356	Amh3	XP_003250475.1
HILC-3206	Am32ILC-18803	Am32	GB53324-PA
HILC-3206	AmelILC-09929	Amel	XP_006567496.1
HILC-3206	Amh3ILC-09799	Amh3	XP_006567496.1
HILC-3207	Am32ILC-13722	Am32	GB44422-PA
HILC-3207	AmelILC-05824	Amel	XP_623146.2
HILC-3207	Amh3ILC-05584	Amh3	XP_026296641.1
HILC-3208	Am32ILC-18037	Am32	GB41873-PA
HILC-3208	AmelILC-08807	Amel	XP_395545.1
HILC-3208	Amh3ILC-08635	Amh3	XP_395545.1
HILC-3209	Am32ILC-11318	Am32	GB46115-PA
HILC-3209	AmelILC-04102	Amel	XP_394383.1
HILC-3209	Amh3ILC-04058	Amh3	XP_026295457.1
HILC-3210	Am32ILC-20155	Am32	GB42923-PA
HILC-3210	AmelILC-16822	Amel	XP_006572304.1
HILC-3210	Amh3ILC-06295	Amh3	XP_006572304.1
HILC-3211	Am32ILC-01301	Am32	GB47427-PA
HILC-3211	AmelILC-01372	Amel	XP_624643.2
HILC-3211	Amh3ILC-01204	Amh3	XP_624643.2
HILC-3212	Am32ILC-21629	Am32	GB47811-PA
HILC-3212	AmelILC-17127	Amel	XP_006572423.1
HILC-3212	Amh3ILC-11218	Amh3	NP_001265257.1
HILC-3213	Am32ILC-05982	Am32	GB52101-PA
HILC-3213	AmelILC-12877	Amel	XP_006567021.1
HILC-3213	Amh3ILC-12661	Amh3	XP_396025.4
HILC-3214	Am32ILC-07784	Am32	GB42272-PA
HILC-3214	AmelILC-13675	Amel	XP_001120815.2
HILC-3214	Amh3ILC-13583	Amh3	XP_006560051.1
HILC-3215	Am32ILC-09378	Am32	GB51357-PA
HILC-3215	AmelILC-15511	Amel	XP_003249490.2
HILC-3215	Amh3ILC-15296	Amh3	XP_006559459.1
HILC-3216	Am32ILC-05804	Am32	GB49416-PA
HILC-3216	AmelILC-12618	Amel	XP_006565334.1
HILC-3216	Amh3ILC-12620	Amh3	XP_006565333.1
HILC-3217	Am32ILC-00837	Am32	GB45810-PA
HILC-3217	AmelILC-00927	Amel	XP_006568700.1
HILC-3217	Amh3ILC-00842	Amh3	XP_006568699.1
HILC-3218	Am32ILC-09632	Am32	GB45975-PA
HILC-3218	AmelILC-15735	Amel	XP_006563261.1
HILC-3218	Amh3ILC-15579	Amh3	XP_026301637.1
HILC-3219	Am32ILC-17409	Am32	GB41184-PA
HILC-3219	AmelILC-08250	Amel	XP_016769269.1
HILC-3219	Amh3ILC-08037	Amh3	XP_006558979.1
HILC-3220	Am32ILC-12783	Am32	GB49553-PA
HILC-3220	AmelILC-04424	Amel	XP_006560619.1
HILC-3220	Amh3ILC-04331	Amh3	XP_006560619.1
HILC-3221	Am32ILC-05656	Am32	GB49350-PA
HILC-3221	AmelILC-12743	Amel	XP_396066.4
HILC-3221	Amh3ILC-12496	Amh3	XP_396066.5
HILC-3222	Am32ILC-02012	Am32	GB51637-PA
HILC-3222	AmelILC-01790	Amel	XP_624057.2
HILC-3222	Amh3ILC-01550	Amh3	XP_624057.3
HILC-3223	Am32ILC-13514	Am32	GB44511-PA
HILC-3223	AmelILC-05649	Amel	XP_006567770.1
HILC-3223	Amh3ILC-05750	Amh3	XP_006567770.1
HILC-3224	Am32ILC-14958	Am32	GB48603-PA
HILC-3224	AmelILC-06548	Amel	XP_006564182.2
HILC-3224	Amh3ILC-06458	Amh3	XP_006564182.3
HILC-3225	Am32ILC-15717	Am32	GB45318-PA
HILC-3225	AmelILC-07229	Amel	XP_001120478.2
