Species	Accession	Length	GCContent	GCSkew	NContent	ExonCount	IntronCount	5pUTRlen	3pUTRlen
Agam	gnl|WGS:AAAB|AGAP013301-RA	4459	0.571	-0.043	0.000	8	7	0	375
Agam	gnl|WGS:AAAB|AGAP002966-RA	2003	0.540	0.055	0.000	4	3	5	234
Agam	gnl|WGS:AAAB|AGAP002967-RA	4738	0.577	0.044	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP002968-RA	1892	0.541	0.023	0.000	4	3	245	377
Agam	gnl|WGS:AAAB|AGAP002969-RA	2239	0.551	0.048	0.000	3	2	107	165
Agam	gnl|WGS:AAAB|AGAP002970-RA	5653	0.498	0.037	0.004	12	11	265	374
Agam	gnl|WGS:AAAB|AGAP002971-RA	27859	0.447	0.075	0.000	9	8	0	453
Agam	gnl|WGS:AAAB|AGAP002972-RA	45615	0.450	-0.055	0.000	9	8	0	0
Agam	gnl|WGS:AAAB|AGAP013509-RA	2058	0.622	0.076	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP002973-RA	1058	0.544	-0.087	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP002974-RA	13484	0.477	-0.010	0.000	8	7	0	0
Agam	gnl|WGS:AAAB|AGAP013216-RA	1292	0.529	-0.031	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP002975-RA	1209	0.553	0.090	0.000	2	1	433	0
Agam	gnl|WGS:AAAB|AGAP002976-RA	1207	0.565	0.032	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP002977-RA	2750	0.469	0.016	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP002978-RA	1373	0.445	0.002	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP002979-RA	832	0.584	0.173	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP002980-RA	1007	0.557	0.009	0.000	3	2	0	82
Agam	gnl|WGS:AAAB|AGAP002981-RA	580	0.483	0.000	0.000	2	1	101	82
Agam	gnl|WGS:AAAB|AGAP013499-RA	3367	0.562	0.024	0.000	4	3	0	436
Agam	gnl|WGS:AAAB|AGAP002982-RA	10209	0.585	0.019	0.000	7	6	0	582
Agam	gnl|WGS:AAAB|AGAP002983-RA	7117	0.477	0.016	0.000	6	5	0	556
Agam	gnl|WGS:AAAB|AGAP012955-RA	3450	0.496	-0.016	0.000	3	2	376	404
Agam	gnl|WGS:AAAB|AGAP002984-RA	3320	0.572	0.018	0.000	3	2	255	603
Agam	gnl|WGS:AAAB|AGAP013286-RD	7637	0.423	0.044	0.000	3	2	103	548
Agam	gnl|WGS:AAAB|AGAP002985-RA	4024	0.564	0.097	0.000	6	5	102	276
Agam	gnl|WGS:AAAB|AGAP002986-RA	50103	0.444	-0.012	0.004	8	7	0	0
Agam	gnl|WGS:AAAB|AGAP002988-RA	2787	0.557	0.055	0.000	6	5	54	63
Agam	gnl|WGS:AAAB|AGAP002989-RA	2139	0.495	0.029	0.000	5	4	356	183
Agam	gnl|WGS:AAAB|AGAP002990-RA	1133	0.422	-0.063	0.000	3	2	0	440
Agam	gnl|WGS:AAAB|AGAP002991-RA	1470	0.558	-0.015	0.000	3	2	103	0
Agam	gnl|WGS:AAAB|AGAP002992-RA	2002	0.520	-0.028	0.000	4	3	285	0
Agam	gnl|WGS:AAAB|AGAP002993-RA	1914	0.633	-0.088	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP002994-RA	950	0.574	-0.101	0.000	2	1	168	105
Agam	gnl|WGS:AAAB|AGAP002995-RA	1415	0.565	0.005	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP002996-RA	22867	0.480	0.046	0.000	7	6	331	1180
Agam	gnl|WGS:AAAB|AGAP002997-RC	21460	0.453	-0.021	0.107	4	3	814	116
Agam	gnl|WGS:AAAB|AGAP013119-RA	1035	0.540	0.052	0.000	2	1	124	150
Agam	gnl|WGS:AAAB|AGAP013498-RA	1074	0.532	-0.107	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP002998-RA	26065	0.453	-0.024	0.025	13	12	0	0
Agam	gnl|WGS:AAAB|AGAP002999-RA	2716	0.575	0.033	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP003000-RA	1758	0.564	-0.001	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP012949-RA	1263	0.605	-0.055	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP003001-RA	20708	0.503	0.075	0.000	3	2	0	192
Agam	gnl|WGS:AAAB|AGAP003003-RA	2063	0.553	0.112	0.000	2	1	116	212
Agam	gnl|WGS:AAAB|AGAP003004-RA	1362	0.523	-0.011	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP003005-RB	17754	0.505	-0.001	0.001	15	14	583	0
Agam	gnl|WGS:AAAB|AGAP003006-RA	1283	0.443	0.111	0.000	4	3	138	16
Agam	gnl|WGS:AAAB|AGAP003008-RA	30359	0.466	0.021	0.299	4	3	77	117
Agam	gnl|WGS:AAAB|AGAP003009-RA	2261	0.507	-0.007	0.000	3	2	294	0
Agam	gnl|WGS:AAAB|AGAP003010-RA	9582	0.475	0.044	0.000	11	10	0	0
Agam	gnl|WGS:AAAB|AGAP003012-RA	2610	0.553	-0.035	0.000	7	6	0	0
Agam	gnl|WGS:AAAB|AGAP003013-RA	8386	0.546	0.096	0.000	9	8	0	0
Agam	gnl|WGS:AAAB|AGAP003014-RA	4388	0.507	0.002	0.000	5	4	727	149
Agam	gnl|WGS:AAAB|AGAP003015-RA	1637	0.547	0.062	0.000	3	2	111	100
Agam	gnl|WGS:AAAB|AGAP003016-RA	1622	0.492	-0.013	0.000	4	3	282	501
Agam	gnl|WGS:AAAB|AGAP003018-RA	13590	0.445	0.025	0.000	15	14	508	188
Agam	gnl|WGS:AAAB|AGAP003017-RA	1679	0.527	-0.018	0.000	4	3	159	161
Agam	gnl|WGS:AAAB|AGAP003019-RA	3077	0.501	0.069	0.000	9	8	0	271
Agam	gnl|WGS:AAAB|AGAP003020-RA	2470	0.443	0.090	0.000	5	4	26	280
Agam	gnl|WGS:AAAB|AGAP003021-RA	10719	0.538	0.020	0.000	7	6	306	1379
Agam	gnl|WGS:AAAB|AGAP003022-RA	1932	0.483	0.063	0.000	7	6	0	399
Agam	gnl|WGS:AAAB|AGAP003023-RA	3848	0.485	0.032	0.000	8	7	87	0
Agam	gnl|WGS:AAAB|AGAP003024-RA	1603	0.433	0.066	0.000	2	1	136	617
Agam	gnl|WGS:AAAB|AGAP003025-RA	1350	0.432	-0.022	0.000	4	3	33	323
Agam	gnl|WGS:AAAB|AGAP003026-RA	1638	0.509	0.035	0.000	4	3	35	0
Agam	gnl|WGS:AAAB|AGAP003027-RA	4661	0.507	-0.021	0.000	8	7	200	459
Agam	gnl|WGS:AAAB|AGAP003028-RA	2334	0.499	0.062	0.000	4	3	364	361
Agam	gnl|WGS:AAAB|AGAP003029-RA	3596	0.497	0.056	0.000	6	5	54	61
Agam	gnl|WGS:AAAB|AGAP003030-RA	1842	0.552	0.042	0.000	6	5	82	82
Agam	gnl|WGS:AAAB|AGAP013077-RA	961	0.602	0.040	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP003031-RA	1983	0.557	0.052	0.000	3	2	63	0
Agam	gnl|WGS:AAAB|AGAP003032-RA	1616	0.499	0.040	0.000	6	5	0	0
Agam	gnl|WGS:AAAB|AGAP013505-RA	1512	0.513	-0.014	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP003033-RA	3610	0.543	0.025	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP003034-RA	780	0.463	0.047	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP003035-RA	3822	0.550	0.082	0.000	4	3	0	75
Agam	gnl|WGS:AAAB|AGAP003036-RA	1179	0.479	-0.016	0.000	2	1	237	394
Agam	gnl|WGS:AAAB|AGAP003037-RA	8676	0.502	-0.070	0.000	3	2	272	56
Agam	gnl|WGS:AAAB|AGAP003038-RA	16108	0.468	-0.015	0.000	7	6	361	678
Agam	gnl|WGS:AAAB|AGAP013029-RA	5286	0.475	-0.020	0.000	8	7	0	0
Agam	gnl|WGS:AAAB|AGAP013232-RA	165	0.564	-0.011	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP003039-RA	12696	0.478	0.057	0.000	4	3	275	273
Agam	gnl|WGS:AAAB|AGAP003040-RA	3536	0.521	0.064	0.000	7	6	0	454
Agam	gnl|WGS:AAAB|AGAP003041-RA	1795	0.564	0.087	0.000	2	1	45	772
Agam	gnl|WGS:AAAB|AGAP003042-RA	1479	0.554	-0.021	0.000	3	2	42	0
Agam	gnl|WGS:AAAB|AGAP003043-RA	4971	0.504	-0.008	0.000	8	7	309	59
Agam	gnl|WGS:AAAB|AGAP003047-RA	7947	0.512	0.087	0.003	5	4	739	715
Agam	gnl|WGS:AAAB|AGAP003048-RA	1550	0.517	0.136	0.000	4	3	300	45
Agam	gnl|WGS:AAAB|AGAP013071-RA	2807	0.527	-0.028	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP003049-RA	10007	0.477	-0.056	0.000	5	4	497	143
Agam	gnl|WGS:AAAB|AGAP013062-RA	2696	0.440	0.004	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP013473-RA	2839	0.457	0.002	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP003050-RA	1381	0.561	-0.004	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP003051-RA	6718	0.502	0.003	0.085	5	4	183	199
Agam	gnl|WGS:AAAB|AGAP003052-RA	1892	0.527	-0.019	0.000	3	2	180	567
Agam	gnl|WGS:AAAB|AGAP003053-RA	1218	0.555	0.012	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP003054-RA	1258	0.474	-0.020	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP013396-RA	477	0.572	0.070	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP003055-RA	534	0.502	0.045	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP003056-RA	1019	0.591	0.100	0.000	1	0	61	73
Agam	gnl|WGS:AAAB|AGAP003057-RA	3498	0.528	0.033	0.000	6	5	105	172
Agam	gnl|WGS:AAAB|AGAP003058-RA	1258	0.557	0.136	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP013442-RA	1863	0.546	0.073	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP013227-RA	1637	0.330	0.017	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP003059-RB	105165	0.465	0.077	0.000	7	6	0	0
Agam	gnl|WGS:AAAB|AGAP003060-RA	16005	0.510	-0.005	0.000	4	3	252	48
Agam	gnl|WGS:AAAB|AGAP003061-RA	1244	0.542	0.071	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP003062-RA	2285	0.563	0.019	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP003063-RA	848	0.575	0.090	0.000	1	0	122	0
Agam	gnl|WGS:AAAB|AGAP003064-RA	1618	0.514	0.036	0.000	3	2	254	127
Agam	gnl|WGS:AAAB|AGAP003068-RA	12388	0.509	-0.000	0.000	4	3	141	0
Agam	gnl|WGS:AAAB|AGAP003065-RA	1718	0.540	0.080	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP003066-RA	2063	0.567	0.047	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP003067-RA	2246	0.566	0.007	0.000	4	3	188	237
Agam	gnl|WGS:AAAB|AGAP003069-RA	1202	0.542	0.095	0.000	3	2	193	294
Agam	gnl|WGS:AAAB|AGAP003070-RA	102297	0.468	0.007	0.000	14	13	0	0
Agam	gnl|WGS:AAAB|AGAP003071-RA	11717	0.484	0.027	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP003073-RA	1778	0.507	0.090	0.000	3	2	75	188
Agam	gnl|WGS:AAAB|AGAP003075-RA	7827	0.470	-0.038	0.020	2	1	209	60
Agam	gnl|WGS:AAAB|AGAP003074-RA	1727	0.569	-0.052	0.000	3	2	152	195
Agam	gnl|WGS:AAAB|AGAP003076-RB	32756	0.455	-0.029	0.049	6	5	0	0
Agam	gnl|WGS:AAAB|AGAP003077-RB	6505	0.543	0.047	0.000	5	4	661	0
Agam	gnl|WGS:AAAB|AGAP003078-RA	5404	0.520	0.010	0.004	7	6	388	0
Agam	gnl|WGS:AAAB|AGAP003080-RA	16381	0.465	0.020	0.000	7	6	0	0
Agam	gnl|WGS:AAAB|AGAP003081-RA	2463	0.460	-0.007	0.000	4	3	436	361
Agam	gnl|WGS:AAAB|AGAP003082-RA	4013	0.515	0.014	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP003083-RA	1521	0.583	-0.024	0.000	3	2	27	0
Agam	gnl|WGS:AAAB|AGAP013368-RA	4819	0.455	0.015	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP003084-RA	9728	0.509	-0.028	0.000	10	9	0	0
Agam	gnl|WGS:AAAB|AGAP003085-RA	1675	0.552	0.070	0.000	2	1	0	130
Agam	gnl|WGS:AAAB|AGAP013263-RA	3231	0.595	0.025	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP003086-RA	1244	0.540	-0.006	0.000	2	1	69	343
Agam	gnl|WGS:AAAB|AGAP003087-RA	1386	0.488	-0.028	0.000	4	3	49	205
Agam	gnl|WGS:AAAB|AGAP003088-RA	2197	0.463	0.047	0.000	5	4	444	407
Agam	gnl|WGS:AAAB|AGAP003089-RA	2014	0.517	0.049	0.000	3	2	320	191
Agam	gnl|WGS:AAAB|AGAP003090-RA	4790	0.568	0.081	0.000	5	4	0	239
Agam	gnl|WGS:AAAB|AGAP003091-RA	1023	0.534	-0.084	0.000	2	1	79	422
Agam	gnl|WGS:AAAB|AGAP003092-RA	12673	0.465	0.016	0.000	5	4	653	134
Agam	gnl|WGS:AAAB|AGAP003093-RA	1372	0.531	0.044	0.000	3	2	107	43
Agam	gnl|WGS:AAAB|AGAP003094-RA	1269	0.511	0.100	0.000	3	2	25	259
Agam	gnl|WGS:AAAB|AGAP003095-RA	2735	0.533	-0.001	0.000	4	3	186	125
Agam	gnl|WGS:AAAB|AGAP003096-RA	1876	0.528	0.009	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP003097-RA	1688	0.506	0.044	0.000	3	2	181	103
Agam	gnl|WGS:AAAB|AGAP003098-RA	1528	0.558	0.025	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP003099-RA	1673	0.505	0.065	0.000	4	3	281	132
Agam	gnl|WGS:AAAB|AGAP003106-RA	3754	0.590	0.046	0.000	1	0	206	563
Agam	gnl|WGS:AAAB|AGAP003108-RA	4681	0.508	0.081	0.000	9	8	0	319
Agam	gnl|WGS:AAAB|AGAP003109-RA	2646	0.551	0.008	0.000	3	2	66	489
Agam	gnl|WGS:AAAB|AGAP003111-RA	2965	0.578	0.069	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP003112-RA	711	0.485	-0.026	0.000	2	1	73	220
Agam	gnl|WGS:AAAB|AGAP003114-RA	39500	0.459	0.008	0.001	7	6	1084	174
Agam	gnl|WGS:AAAB|AGAP003115-RA	65069	0.444	-0.035	0.102	7	6	0	0
Agam	gnl|WGS:AAAB|AGAP003116-RA	715	0.663	-0.076	0.000	2	1	117	66
Agam	gnl|WGS:AAAB|AGAP003117-RA	4538	0.558	-0.056	0.000	6	5	0	0
Agam	gnl|WGS:AAAB|AGAP013411-RA	10204	0.528	-0.115	0.028	12	11	0	0
Agam	gnl|WGS:AAAB|AGAP003118-RA	5320	0.598	0.016	0.000	7	6	0	0
Agam	gnl|WGS:AAAB|AGAP013357-RA	6601	0.614	-0.033	0.000	7	6	0	64
Agam	gnl|WGS:AAAB|AGAP003119-RA	1573	0.505	0.078	0.000	3	2	123	414
Agam	gnl|WGS:AAAB|AGAP003120-RA	3185	0.558	-0.003	0.000	7	6	0	0
Agam	gnl|WGS:AAAB|AGAP003121-RA	9738	0.512	0.003	0.000	6	5	0	275
Agam	gnl|WGS:AAAB|AGAP003123-RA	2002	0.578	0.075	0.000	3	2	0	253
Agam	gnl|WGS:AAAB|AGAP003124-RA	11692	0.465	-0.005	0.000	7	6	0	111
Agam	gnl|WGS:AAAB|AGAP003125-RA	3053	0.562	0.013	0.000	6	5	0	0
Agam	gnl|WGS:AAAB|AGAP003126-RA	876	0.469	0.041	0.000	4	3	50	199
Agam	gnl|WGS:AAAB|AGAP003128-RA	27689	0.473	-0.055	0.000	11	10	0	0
Agam	gnl|WGS:AAAB|AGAP003129-RA	1518	0.540	0.033	0.000	2	1	0	59
Agam	gnl|WGS:AAAB|AGAP003130-RA	742	0.446	-0.118	0.000	2	1	0	357
Agam	gnl|WGS:AAAB|AGAP003131-RA	2039	0.573	-0.007	0.000	2	1	0	286
Agam	gnl|WGS:AAAB|AGAP003132-RA	1411	0.583	0.016	0.000	1	0	0	190
Agam	gnl|WGS:AAAB|AGAP003133-RA	9189	0.539	-0.007	0.003	7	6	0	0
Agam	gnl|WGS:AAAB|AGAP003134-RA	691	0.547	0.000	0.000	2	1	118	52
Agam	gnl|WGS:AAAB|AGAP003135-RA	1074	0.500	-0.020	0.000	3	2	54	189
Agam	gnl|WGS:AAAB|AGAP003136-RA	2227	0.555	0.009	0.000	3	2	420	232
Agam	gnl|WGS:AAAB|AGAP003137-RB	4077	0.586	0.109	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP003138-RA	14101	0.505	0.040	0.000	9	8	0	783
Agam	gnl|WGS:AAAB|AGAP013465-RA	900	0.557	0.122	0.000	2	1	151	132
Agam	gnl|WGS:AAAB|AGAP003139-RA	6164	0.487	-0.016	0.003	5	4	266	284
Agam	gnl|WGS:AAAB|AGAP003140-RB	19823	0.494	-0.026	0.000	11	10	0	0
Agam	gnl|WGS:AAAB|AGAP003141-RA	3106	0.551	-0.041	0.000	3	2	128	214
Agam	gnl|WGS:AAAB|AGAP003142-RA	3070	0.461	0.045	0.000	6	5	228	307
Agam	gnl|WGS:AAAB|AGAP003143-RA	1690	0.504	0.004	0.000	4	3	318	64
Agam	gnl|WGS:AAAB|AGAP003145-RA	4614	0.657	0.000	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP003146-RA	2784	0.528	0.081	0.000	5	4	43	0
Agam	gnl|WGS:AAAB|AGAP003147-RA	1993	0.497	0.064	0.000	4	3	83	0
Agam	gnl|WGS:AAAB|AGAP003148-RA	1402	0.494	0.035	0.000	2	1	48	28
Agam	gnl|WGS:AAAB|AGAP003149-RA	984	0.553	0.055	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP003150-RA	1589	0.532	0.097	0.000	3	2	0	150
Agam	gnl|WGS:AAAB|AGAP013060-RA	936	0.421	-0.025	0.000	3	2	115	159
Agam	gnl|WGS:AAAB|AGAP013365-RA	904	0.546	0.077	0.000	2	1	128	105
Agam	gnl|WGS:AAAB|AGAP003151-RA	2781	0.647	0.043	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP003153-RA	3383	0.538	0.043	0.000	5	4	75	479
Agam	gnl|WGS:AAAB|AGAP003154-RA	1941	0.534	0.005	0.000	3	2	435	554
Agam	gnl|WGS:AAAB|AGAP003155-RA	1118	0.551	0.094	0.000	2	1	68	170
Agam	gnl|WGS:AAAB|AGAP003156-RA	3788	0.557	0.024	0.000	4	3	0	585
Agam	gnl|WGS:AAAB|AGAP003157-RA	2424	0.614	-0.007	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP003158-RA	2206	0.564	0.045	0.000	6	5	0	85
Agam	gnl|WGS:AAAB|AGAP003159-RA	3234	0.568	0.026	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP003160-RA	8000	0.533	0.021	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP003161-RA	1917	0.452	0.075	0.000	4	3	215	84
Agam	gnl|WGS:AAAB|AGAP003162-RA	7921	0.460	0.020	0.000	10	9	307	247
Agam	gnl|WGS:AAAB|AGAP003164-RA	11680	0.497	0.058	0.000	10	9	0	163
Agam	gnl|WGS:AAAB|AGAP003165-RA	2046	0.565	0.073	0.000	2	1	255	228
Agam	gnl|WGS:AAAB|AGAP003166-RA	5702	0.505	0.079	0.000	12	11	0	0
Agam	gnl|WGS:AAAB|AGAP003167-RA	4703	0.535	0.072	0.000	7	6	21	78
Agam	gnl|WGS:AAAB|AGAP003168-RA	3041	0.530	-0.066	0.000	6	5	267	126
Agam	gnl|WGS:AAAB|AGAP003170-RA	1701	0.577	0.023	0.000	4	3	82	0
Agam	gnl|WGS:AAAB|AGAP003171-RA	1434	0.493	0.115	0.000	3	2	65	89
Agam	gnl|WGS:AAAB|AGAP003172-RA	1692	0.541	-0.019	0.012	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP003173-RA	1424	0.493	0.125	0.000	3	2	65	79
Agam	gnl|WGS:AAAB|AGAP003174-RA	9684	0.486	-0.040	0.000	10	9	0	0
Agam	gnl|WGS:AAAB|AGAP003175-RA	4938	0.612	-0.030	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP003176-RA	4488	0.538	0.029	0.000	3	2	386	138
Agam	gnl|WGS:AAAB|AGAP003177-RA	2034	0.485	0.012	0.000	6	5	275	509
Agam	gnl|WGS:AAAB|AGAP013292-RA	3847	0.533	0.020	0.000	4	3	0	156
Agam	gnl|WGS:AAAB|AGAP003178-RA	829	0.481	-0.008	0.000	3	2	186	105
Agam	gnl|WGS:AAAB|AGAP003179-RA	3507	0.534	-0.007	0.000	5	4	463	553
Agam	gnl|WGS:AAAB|AGAP003180-RA	1635	0.570	-0.006	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP003181-RA	15845	0.493	0.016	0.000	7	6	17	898
Agam	gnl|WGS:AAAB|AGAP003182-RA	4024	0.602	0.033	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP003183-RA	1127	0.605	0.070	0.000	1	0	44	111
Agam	gnl|WGS:AAAB|AGAP003184-RA	10182	0.494	0.019	0.002	2	1	171	761
Agam	gnl|WGS:AAAB|AGAP003185-RA	2432	0.540	0.082	0.000	6	5	218	295
Agam	gnl|WGS:AAAB|AGAP003186-RA	11170	0.489	-0.030	0.000	6	5	0	0
Agam	gnl|WGS:AAAB|AGAP003187-RA	17070	0.476	0.051	0.000	12	11	0	0
Agam	gnl|WGS:AAAB|AGAP003189-RA	2701	0.618	-0.068	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP003190-RA	5853	0.538	0.041	0.007	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP003191-RA	2411	0.527	0.008	0.000	3	2	0	537
Agam	gnl|WGS:AAAB|AGAP003192-RA	2421	0.492	-0.062	0.000	5	4	343	570
Agam	gnl|WGS:AAAB|AGAP003193-RA	992	0.536	0.015	0.000	1	0	74	6
Agam	gnl|WGS:AAAB|AGAP003194-RB	11343	0.476	0.001	0.004	8	7	565	0
Agam	gnl|WGS:AAAB|AGAP003195-RA	1162	0.546	0.036	0.000	2	1	0	269
Agam	gnl|WGS:AAAB|AGAP003196-RA	1157	0.565	0.021	0.000	3	2	140	34
Agam	gnl|WGS:AAAB|AGAP003197-RA	1045	0.573	0.048	0.000	2	1	152	0
Agam	gnl|WGS:AAAB|AGAP013219-RA	1088	0.560	0.015	0.000	3	2	64	47
Agam	gnl|WGS:AAAB|AGAP003198-RA	10246	0.479	-0.009	0.000	12	11	0	0
Agam	gnl|WGS:AAAB|AGAP003199-RA	1057	0.521	0.103	0.000	4	3	108	116
Agam	gnl|WGS:AAAB|AGAP012981-RA	2453	0.502	-0.034	0.000	5	4	410	541
Agam	gnl|WGS:AAAB|AGAP003201-RA	3138	0.530	0.102	0.000	10	9	0	562
Agam	gnl|WGS:AAAB|AGAP013035-RA	1668	0.598	0.070	0.302	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP003200-RA	2278	0.514	-0.023	0.000	5	4	335	436
Agam	gnl|WGS:AAAB|AGAP003202-RA	6161	0.529	0.103	0.000	13	12	853	0
Agam	gnl|WGS:AAAB|AGAP003203-RA	2216	0.515	0.018	0.000	3	2	235	25
Agam	gnl|WGS:AAAB|AGAP003204-RA	3309	0.538	-0.019	0.000	10	9	0	508
Agam	gnl|WGS:AAAB|AGAP003205-RA	8165	0.501	-0.009	0.000	6	5	410	322
Agam	gnl|WGS:AAAB|AGAP003206-RA	30304	0.473	0.027	0.001	9	8	117	0
Agam	gnl|WGS:AAAB|AGAP003207-RA	1801	0.543	0.006	0.000	5	4	0	165
Agam	gnl|WGS:AAAB|AGAP003208-RA	2056	0.533	0.053	0.000	2	1	759	0
Agam	gnl|WGS:AAAB|AGAP003209-RA	1198	0.538	-0.050	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP003211-RA	1976	0.627	-0.010	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP003212-RA	2308	0.455	0.043	0.000	2	1	290	763
Agam	gnl|WGS:AAAB|AGAP003213-RA	2499	0.536	0.012	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP003214-RA	1360	0.520	0.021	0.000	2	1	54	44
Agam	gnl|WGS:AAAB|AGAP003215-RA	1525	0.572	0.089	0.000	1	0	69	139
Agam	gnl|WGS:AAAB|AGAP003216-RA	1422	0.584	0.101	0.000	1	0	61	44
Agam	gnl|WGS:AAAB|AGAP003217-RA	747	0.510	-0.029	0.000	2	1	99	113
Agam	gnl|WGS:AAAB|AGAP003218-RA	4264	0.568	0.126	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP003219-RB	3808	0.493	0.061	0.000	4	3	0	652
Agam	gnl|WGS:AAAB|AGAP003220-RB	2767	0.585	0.027	0.000	3	2	220	0
Agam	gnl|WGS:AAAB|AGAP003221-RA	7353	0.526	0.026	0.000	9	8	0	386
Agam	gnl|WGS:AAAB|AGAP003222-RA	3651	0.467	0.009	0.000	14	13	0	0
Agam	gnl|WGS:AAAB|AGAP003224-RA	1873	0.476	0.048	0.000	3	2	162	0
Agam	gnl|WGS:AAAB|AGAP003225-RA	965	0.473	-0.022	0.000	3	2	94	70
Agam	gnl|WGS:AAAB|AGAP003226-RA	12638	0.522	0.062	0.000	13	12	0	0
Agam	gnl|WGS:AAAB|AGAP003227-RA	1411	0.454	0.072	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP003228-RA	1885	0.572	0.069	0.000	2	1	476	0
Agam	gnl|WGS:AAAB|AGAP003229-RA	1608	0.534	0.007	0.000	3	2	139	271
Agam	gnl|WGS:AAAB|AGAP003230-RA	3325	0.546	0.139	0.000	4	3	109	0
Agam	gnl|WGS:AAAB|AGAP003231-RA	780	0.527	0.046	0.000	1	0	10	137
Agam	gnl|WGS:AAAB|AGAP003232-RA	5426	0.558	0.055	0.000	7	6	0	910
Agam	gnl|WGS:AAAB|AGAP013304-RA	2407	0.494	0.107	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP003233-RA	2350	0.491	0.117	0.000	6	5	0	0
Agam	gnl|WGS:AAAB|AGAP003235-RA	58766	0.428	-0.027	0.019	7	6	0	0
Agam	gnl|WGS:AAAB|AGAP003236-RA	1733	0.469	0.052	0.000	2	1	178	160
Agam	gnl|WGS:AAAB|AGAP003237-RA	1600	0.546	0.017	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP003238-RD	27427	0.404	0.042	0.001	9	8	390	472
Agam	gnl|WGS:AAAB|AGAP003239-RA	1510	0.544	0.130	0.000	3	2	453	0
