hiLocus	iLocus	Species	Protein
HILC-1032	NvitILC-23893	Nvit	XP_016845139.1
HILC-1033	Amh3ILC-11215	Amh3	XP_016773042.1
HILC-1033	BterILC-08098	Bter	XP_020721234.1
HILC-1033	CfloILC-27201	Cflo	XP_011267791.1
HILC-1033	HsalILC-19619	Hsal	XP_011147789.1
HILC-1033	PcanILC-00335	Pcan	XP_014599358.1
HILC-1033	PdomILC-03374	Pdom	XP_015172179.1
HILC-1033	NvitILC-12744	Nvit	XP_001604727.2
HILC-1034	Amh3ILC-11699	Amh3	XP_003250862.1
HILC-1034	BterILC-08704	Bter	XP_003399289.1
HILC-1034	CfloILC-14439	Cflo	XP_019883481.1
HILC-1034	HsalILC-10741	Hsal	XP_019697196.1
HILC-1034	PcanILC-09923	Pcan	XP_014608859.1
HILC-1034	PdomILC-14646	Pdom	XP_015189136.1
HILC-1034	NvitILC-10071	Nvit	XP_008206802.1
HILC-1035	Amh3ILC-06571	Amh3	XP_006565424.1
HILC-1035	BterILC-04326	Bter	XP_012164882.1
HILC-1035	CfloILC-13192	Cflo	XP_011257293.1
HILC-1035	HsalILC-00724	Hsal	XP_011136701.1
HILC-1035	PcanILC-10624	Pcan	XP_014609852.1
HILC-1035	PdomILC-07164	Pdom	XP_015178048.1
HILC-1035	NvitILC-08245	Nvit	XP_001600970.1
HILC-1036	Amh3ILC-11870	Amh3	XP_623673.3
HILC-1036	BterILC-08250	Bter	XP_020721033.1
HILC-1036	CfloILC-23264	Cflo	XP_011264961.1
HILC-1036	HsalILC-05971	Hsal	XP_011135854.1
HILC-1036	PcanILC-04621	Pcan	XP_014600786.1
HILC-1036	PdomILC-03030	Pdom	XP_015171673.1
HILC-1036	NvitILC-09120	Nvit	XP_001608101.2
HILC-1037	Amh3ILC-07583	Amh3	XP_006564330.1
HILC-1037	BterILC-15188	Bter	XP_003403269.2
HILC-1037	CfloILC-13668	Cflo	XP_011257664.1
HILC-1037	HsalILC-24877	Hsal	XP_011152041.1
HILC-1037	PcanILC-06435	Pcan	XP_014603437.1
HILC-1037	PdomILC-09402	Pdom	XP_015181566.1
HILC-1037	NvitILC-18746	Nvit	XP_003427272.1
HILC-1038	Amh3ILC-01709	Amh3	XP_393377.4
HILC-1038	BterILC-00615	Bter	XP_003393305.1
HILC-1038	CfloILC-02419	Cflo	XP_011266135.1
HILC-1038	HsalILC-02616	Hsal	XP_011151827.1
HILC-1038	PcanILC-01572	Pcan	XP_014615298.1
HILC-1038	PdomILC-12590	Pdom	XP_015186280.1
HILC-1038	NvitILC-07719	Nvit	XP_016839564.1
HILC-1039	Amh3ILC-11172	Amh3	XP_026299577.1
HILC-1039	BterILC-08115	Bter	XP_020721257.1
HILC-1039	CfloILC-10943	Cflo	XP_011255223.1
HILC-1039	HsalILC-09646	Hsal	XP_011139086.1
HILC-1039	PcanILC-07211	Pcan	XP_014604735.1
HILC-1039	PdomILC-01677	Pdom	XP_015189393.1
HILC-1039	NvitILC-12718	Nvit	XP_003425266.2
HILC-1040	Amh3ILC-07462	Amh3	XP_395851.2
HILC-1040	BterILC-05442	Bter	XP_012166082.1
HILC-1040	CfloILC-04263	Cflo	XP_011269558.1
HILC-1040	HsalILC-01371	Hsal	XP_011142254.1
HILC-1040	PcanILC-01058	Pcan	XP_014609641.1
HILC-1040	PdomILC-09015	Pdom	XP_015181070.1
HILC-1040	NvitILC-01623	Nvit	XP_008210902.1
HILC-1041	Amh3ILC-12831	Amh3	XP_006571886.1
HILC-1041	BterILC-02520	Bter	XP_012176667.1
HILC-1041	CfloILC-20906	Cflo	XP_011263095.1
HILC-1041	HsalILC-20438	Hsal	XP_011148531.1
HILC-1041	PcanILC-13787	Pcan	XP_014613972.1
HILC-1041	PdomILC-08535	Pdom	XP_015180049.1
HILC-1041	NvitILC-05609	Nvit	XP_001603253.1
HILC-1042	Amh3ILC-00352	Amh3	XP_006562587.1
HILC-1042	BterILC-02728	Bter	XP_020718338.1
HILC-1042	CfloILC-24675	Cflo	XP_011266125.1
HILC-1042	HsalILC-07661	Hsal	XP_011137201.1
HILC-1042	PcanILC-02527	Pcan	XP_014616680.1
HILC-1042	PdomILC-02456	Pdom	XP_015191599.1
HILC-1042	NvitILC-07520	Nvit	XP_008207794.1
HILC-1043	Amh3ILC-10279	Amh3	XP_016769807.1
HILC-1043	BterILC-07489	Bter	XP_012167884.1
HILC-1043	CfloILC-07072	Cflo	XP_011252007.1
HILC-1043	HsalILC-03694	Hsal	XP_011154464.1
HILC-1043	PcanILC-13299	Pcan	XP_014613286.1
HILC-1043	PdomILC-11237	Pdom	XP_015184260.1
HILC-1043	NvitILC-04219	Nvit	XP_001605882.2
HILC-1044	Amh3ILC-06965	Amh3	XP_006570997.1
HILC-1044	BterILC-12758	Bter	XP_003402307.1
HILC-1044	CfloILC-22211	Cflo	XP_011264013.1
HILC-1044	HsalILC-26413	Hsal	XP_011153357.1
HILC-1044	PcanILC-00304	Pcan	XP_014616649.1
HILC-1044	PdomILC-11998	Pdom	XP_015185360.1
HILC-1044	NvitILC-22776	Nvit	XP_008213924.1
HILC-1045	Amh3ILC-08758	Amh3	XP_016769016.1
HILC-1045	BterILC-15049	Bter	XP_012175191.1
HILC-1045	CfloILC-15880	Cflo	XP_011259390.1
HILC-1045	HsalILC-08809	Hsal	XP_011138223.1
HILC-1045	PcanILC-08000	Pcan	XP_014605870.1
HILC-1045	PdomILC-06541	Pdom	XP_015177401.1
HILC-1045	NvitILC-15320	Nvit	XP_001599305.1
HILC-1046	Amh3ILC-01985	Amh3	XP_016772928.1
HILC-1046	BterILC-07739	Bter	XP_020720485.1
HILC-1046	CfloILC-11162	Cflo	XP_011255364.1
HILC-1046	HsalILC-23646	Hsal	XP_011151319.1
HILC-1046	PcanILC-09064	Pcan	XP_014607526.1
HILC-1046	PdomILC-05361	Pdom	XP_015175354.1
HILC-1046	NvitILC-09057	Nvit	XP_001605942.2
HILC-1047	Amh3ILC-03002	Amh3	XP_623933.1
HILC-1047	BterILC-01197	Bter	XP_012173323.1
HILC-1047	CfloILC-05228	Cflo	XP_011250662.1
HILC-1047	HsalILC-06385	Hsal	XP_011136283.1
HILC-1047	PcanILC-07875	Pcan	XP_014605695.1
HILC-1047	PdomILC-11937	Pdom	XP_015185311.1
HILC-1047	NvitILC-06881	Nvit	XP_001606047.3
HILC-1048	Amh3ILC-02128	Amh3	XP_016766441.1
HILC-1048	BterILC-01083	Bter	XP_020723994.1
HILC-1048	CfloILC-12049	Cflo	XP_011256135.1
HILC-1048	HsalILC-14718	Hsal	XP_011143622.1
HILC-1048	PcanILC-14410	Pcan	XP_014614600.1
HILC-1048	PdomILC-07449	Pdom	XP_015178469.1
HILC-1048	NvitILC-04697	Nvit	XP_001601905.2
HILC-1049	Amh3ILC-15342	Amh3	XP_624161.1
HILC-1049	BterILC-09095	Bter	XP_020721584.1
HILC-1049	CfloILC-06650	Cflo	XP_011251780.1
HILC-1049	HsalILC-07835	Hsal	XP_011137364.1
HILC-1049	PcanILC-06604	Pcan	XP_014603769.1
HILC-1049	PdomILC-11166	Pdom	XP_015184186.1
HILC-1049	NvitILC-21514	Nvit	XP_008212216.1
HILC-1050	Amh3ILC-00998	Amh3	XP_393076.1
HILC-1050	BterILC-04760	Bter	XP_003396383.1
HILC-1050	CfloILC-01466	Cflo	XP_011257493.1
HILC-1050	HsalILC-05979	Hsal	XP_011135872.1
HILC-1050	PcanILC-13157	Pcan	XP_014613129.1
HILC-1050	PdomILC-00405	Pdom	XP_015183758.1
HILC-1050	NvitILC-04383	Nvit	XP_008212660.1
HILC-1051	Amh3ILC-05776	Amh3	XP_016767891.1
HILC-1051	BterILC-12084	Bter	XP_003401826.1
HILC-1051	CfloILC-13744	Cflo	XP_019883364.1
HILC-1051	HsalILC-02451	Hsal	XP_011151333.2
HILC-1051	PcanILC-07917	Pcan	XP_014605758.1
HILC-1051	PdomILC-06651	Pdom	XP_015177407.1
HILC-1051	NvitILC-23446	Nvit	XP_001607236.2
HILC-1052	Amh3ILC-04609	Amh3	XP_001121126.2
HILC-1052	BterILC-03029	Bter	XP_003395022.1
HILC-1052	CfloILC-06464	Cflo	XP_011251610.1
HILC-1052	HsalILC-02165	Hsal	XP_011147607.1
HILC-1052	PcanILC-13647	Pcan	XP_014613779.1
HILC-1052	PdomILC-07003	Pdom	XP_015177891.1
HILC-1052	NvitILC-07916	Nvit	XP_008216695.1
HILC-1053	Amh3ILC-12238	Amh3	XP_006559323.1
HILC-1053	BterILC-11347	Bter	XP_012172659.1
HILC-1053	CfloILC-17607	Cflo	XP_011260766.1
HILC-1053	HsalILC-18388	Hsal	XP_011146635.1
HILC-1053	PcanILC-01011	Pcan	XP_014608077.1
HILC-1053	PdomILC-08993	Pdom	XP_015180976.1
HILC-1053	NvitILC-03128	Nvit	XP_016838278.1
HILC-1054	Amh3ILC-03904	Amh3	XP_026295670.1
HILC-1054	BterILC-14281	Bter	XP_012174687.1
HILC-1054	CfloILC-14501	Cflo	XP_011258256.1
HILC-1054	HsalILC-04879	Hsal	XP_011135042.1
HILC-1054	PcanILC-09686	Pcan	XP_014608475.1
HILC-1054	PdomILC-13214	Pdom	XP_015187217.1
HILC-1054	NvitILC-04049	Nvit	XP_016837053.1
HILC-1055	Amh3ILC-10481	Amh3	XP_006566102.1
HILC-1055	BterILC-07131	Bter	XP_003398502.1
HILC-1055	CfloILC-20451	Cflo	XP_019884347.1
HILC-1055	HsalILC-16079	Hsal	XP_011144782.1
HILC-1055	PcanILC-13301	Pcan	XP_014613289.1
HILC-1055	PdomILC-11239	Pdom	XP_015184263.1
HILC-1055	NvitILC-08966	Nvit	XP_016840537.1
HILC-1056	Amh3ILC-10155	Amh3	XP_026298978.1
HILC-1056	BterILC-07222	Bter	XP_003398424.1
HILC-1056	CfloILC-05268	Cflo	XP_011250693.1
HILC-1056	HsalILC-04081	Hsal	XP_011154835.1
HILC-1056	PcanILC-04803	Pcan	XP_014600899.1
HILC-1056	PdomILC-04700	Pdom	XP_015174370.1
HILC-1056	NvitILC-10004	Nvit	NP_001161183.1
HILC-1057	Amh3ILC-07605	Amh3	XP_006564353.1
HILC-1057	BterILC-05419	Bter	XP_003396909.1
HILC-1057	CfloILC-02288	Cflo	XP_011264477.1
HILC-1057	HsalILC-12175	Hsal	XP_011141329.1
HILC-1057	PcanILC-01065	Pcan	XP_014611083.1
HILC-1057	PdomILC-07440	Pdom	XP_015178358.1
HILC-1057	NvitILC-03271	Nvit	XP_001608305.1
HILC-1058	Amh3ILC-11797	Amh3	XP_006566652.1
HILC-1058	BterILC-07931	Bter	XP_020721047.1
HILC-1058	CfloILC-11060	Cflo	XP_011255330.1
HILC-1058	HsalILC-17905	Hsal	XP_011146165.1
HILC-1058	PcanILC-03519	Pcan	XP_014598971.1
HILC-1058	PdomILC-03522	Pdom	XP_015172511.1
HILC-1058	NvitILC-17342	Nvit	XP_008208477.1
HILC-1059	Amh3ILC-10364	Amh3	XP_001122994.2
HILC-1059	BterILC-07565	Bter	XP_012167803.1
HILC-1059	CfloILC-07781	Cflo	XP_011252666.1
HILC-1059	HsalILC-02711	Hsal	XP_019700690.1
HILC-1059	PcanILC-13960	Pcan	XP_014614233.1
HILC-1059	PdomILC-12539	Pdom	XP_015186118.1
HILC-1059	NvitILC-08952	Nvit	XP_003427603.1
HILC-1060	Amh3ILC-11148	Amh3	XP_026299495.1
HILC-1060	BterILC-05108	Bter	XP_012165769.1
HILC-1060	CfloILC-26021	Cflo	XP_019885109.1
HILC-1060	HsalILC-10412	Hsal	XP_019697110.1
HILC-1060	PcanILC-09481	Pcan	XP_014608139.1
HILC-1060	PdomILC-08596	Pdom	XP_015180355.1
HILC-1060	NvitILC-07113	Nvit	XP_008214276.1
HILC-1061	Amh3ILC-13971	Amh3	XP_396750.5
HILC-1061	BterILC-10548	Bter	XP_012171656.1
HILC-1061	CfloILC-10127	Cflo	XP_011254547.1
HILC-1061	HsalILC-19947	Hsal	XP_011148071.1
HILC-1061	PcanILC-04023	Pcan	XP_014599784.1
HILC-1061	PdomILC-08976	Pdom	XP_015181000.1
HILC-1061	NvitILC-00060	Nvit	XP_016845242.1
HILC-1062	Amh3ILC-03654	Amh3	XP_006563942.2
HILC-1062	BterILC-01803	Bter	XP_003394396.1
HILC-1062	CfloILC-05431	Cflo	XP_011250779.1
HILC-1062	HsalILC-00207	Hsal	XP_019698435.1
HILC-1062	PcanILC-07816	Pcan	XP_014605670.1
HILC-1062	PdomILC-08899	Pdom	XP_015180901.1
HILC-1062	NvitILC-04262	Nvit	XP_016838517.1
HILC-1063	Amh3ILC-12116	Amh3	XP_016770950.1
HILC-1063	BterILC-10951	Bter	XP_020722530.1
HILC-1063	CfloILC-17145	Cflo	XP_011260437.1
HILC-1063	HsalILC-26229	Hsal	XP_019700735.1
HILC-1063	PcanILC-05093	Pcan	XP_014601462.1
HILC-1063	PdomILC-07561	Pdom	XP_015178699.1
HILC-1063	NvitILC-06066	Nvit	XP_008216345.2
HILC-1064	Amh3ILC-14065	Amh3	XP_026300965.1
HILC-1064	BterILC-10465	Bter	XP_020722251.1
HILC-1064	CfloILC-10930	Cflo	XP_011255204.1
HILC-1064	HsalILC-15633	Hsal	XP_011144496.2
HILC-1064	PcanILC-08878	Pcan	XP_014607189.1
HILC-1064	PdomILC-10609	Pdom	XP_015183358.1
HILC-1064	NvitILC-23041	Nvit	XP_008216860.1
HILC-1065	Amh3ILC-05057	Amh3	XP_006572082.1
HILC-1065	BterILC-03335	Bter	XP_012164443.1
HILC-1065	CfloILC-08132	Cflo	XP_011252982.1
HILC-1065	HsalILC-18271	Hsal	XP_011146526.1
HILC-1065	PcanILC-09484	Pcan	XP_014608162.1
HILC-1065	PdomILC-08600	Pdom	XP_015180358.1
HILC-1065	NvitILC-23186	Nvit	XP_001604954.1
HILC-1066	Amh3ILC-08149	Amh3	XP_006559569.1
HILC-1066	BterILC-14835	Bter	XP_003403200.1
HILC-1066	CfloILC-03143	Cflo	XP_011268452.1
HILC-1066	HsalILC-26171	Hsal	XP_011153086.1
HILC-1066	PcanILC-00072	Pcan	XP_014616096.1
HILC-1066	PdomILC-11497	Pdom	XP_015184821.1
HILC-1066	NvitILC-20875	Nvit	NP_001155151.1
HILC-1067	Amh3ILC-00401	Amh3	XP_006562838.1
HILC-1067	BterILC-14003	Bter	XP_012174473.1
HILC-1067	CfloILC-12329	Cflo	XP_019883140.1
HILC-1067	HsalILC-23760	Hsal	XP_011151370.1
HILC-1067	PcanILC-12276	Pcan	XP_014611969.1
HILC-1067	PdomILC-11078	Pdom	XP_015184030.1
HILC-1067	NvitILC-03623	Nvit	XP_003427124.1
HILC-1068	Amh3ILC-09871	Amh3	XP_006567437.1
HILC-1068	BterILC-06827	Bter	XP_012167465.1
HILC-1068	CfloILC-21657	Cflo	XP_011263655.1
HILC-1068	HsalILC-23035	Hsal	XP_011150763.1
HILC-1068	PcanILC-07351	Pcan	XP_014604944.1
HILC-1068	PdomILC-05083	Pdom	XP_015175082.1
HILC-1068	NvitILC-09484	Nvit	XP_001602518.2
HILC-1069	Amh3ILC-03663	Amh3	XP_396934.4
HILC-1069	BterILC-02299	Bter	XP_012176600.1
HILC-1069	CfloILC-18067	Cflo	XP_011261032.1
HILC-1069	HsalILC-04652	Hsal	XP_011155293.1
HILC-1069	PcanILC-04143	Pcan	XP_014599884.1
HILC-1069	PdomILC-04369	Pdom	XP_015173742.1
HILC-1069	NvitILC-03995	Nvit	XP_008208005.1
HILC-1070	Amh3ILC-01734	Amh3	XP_026297563.1
HILC-1070	BterILC-00590	Bter	XP_020719341.1
HILC-1070	CfloILC-14999	Cflo	XP_011258645.1
HILC-1070	HsalILC-17967	Hsal	XP_011146251.1
HILC-1070	PcanILC-07550	Pcan	XP_014605135.1
HILC-1070	PdomILC-10086	Pdom	XP_015182628.1
HILC-1070	NvitILC-07467	Nvit	XP_003426755.1
HILC-1071	Amh3ILC-10404	Amh3	XP_392644.3
HILC-1071	BterILC-07415	Bter	XP_012167958.1
HILC-1071	CfloILC-15005	Cflo	XP_019883566.1
HILC-1071	HsalILC-17959	Hsal	XP_011146238.1
HILC-1071	PcanILC-11829	Pcan	XP_014611397.1
HILC-1071	PdomILC-06019	Pdom	XP_015176605.1
HILC-1071	NvitILC-12269	Nvit	XP_016842132.1
HILC-1072	Amh3ILC-00173	Amh3	XP_006559901.1
HILC-1072	BterILC-02612	Bter	XP_003394839.1
HILC-1072	CfloILC-19533	Cflo	XP_011262071.1
HILC-1072	HsalILC-01392	Hsal	XP_011142375.1
HILC-1072	PcanILC-00470	Pcan	XP_014600391.1
HILC-1072	PdomILC-06181	Pdom	XP_015176808.1
HILC-1072	NvitILC-16011	Nvit	XP_008205982.1
HILC-1073	Amh3ILC-13519	Amh3	XP_006558836.3
HILC-1073	BterILC-10242	Bter	XP_003400525.1
HILC-1073	CfloILC-15663	Cflo	XP_011259194.1
HILC-1073	HsalILC-03954	Hsal	XP_011154691.1
HILC-1073	PcanILC-08584	Pcan	XP_014606791.1
HILC-1073	PdomILC-08407	Pdom	XP_015180249.1
HILC-1073	NvitILC-02340	Nvit	XP_001602396.1
HILC-1074	Amh3ILC-00432	Amh3	XP_395653.2
HILC-1074	BterILC-06932	Bter	XP_003397973.1
HILC-1074	CfloILC-14338	Cflo	XP_011258110.1
HILC-1074	HsalILC-01058	Hsal	XP_011139902.1
HILC-1074	PcanILC-04775	Pcan	XP_014600942.1
HILC-1074	PdomILC-04730	Pdom	XP_015174288.1
HILC-1074	NvitILC-13315	Nvit	XP_016842537.1
HILC-1075	Amh3ILC-06811	Amh3	XP_394619.1
HILC-1075	BterILC-14360	Bter	XP_012174747.1
HILC-1075	CfloILC-08921	Cflo	XP_011253602.1
HILC-1075	HsalILC-09854	Hsal	XP_011139190.1
HILC-1075	PcanILC-13011	Pcan	XP_014612916.1
HILC-1075	PdomILC-12894	Pdom	XP_015186663.1
HILC-1075	NvitILC-07784	Nvit	XP_001605947.2
HILC-1076	Amh3ILC-02409	Amh3	XP_026294850.1
HILC-1076	BterILC-01654	Bter	XP_003394062.1
HILC-1076	CfloILC-02175	Cflo	XP_011263416.1
HILC-1076	HsalILC-24317	Hsal	XP_011151632.1
HILC-1076	PcanILC-04933	Pcan	XP_014601195.1
HILC-1076	PdomILC-09921	Pdom	XP_015182297.1
HILC-1076	NvitILC-06694	Nvit	XP_001603464.2
HILC-1077	Amh3ILC-06018	Amh3	XP_026296489.1
HILC-1077	BterILC-09280	Bter	XP_003399756.2
HILC-1077	CfloILC-08315	Cflo	XP_011253125.1
HILC-1077	HsalILC-02396	Hsal	XP_011149895.1
HILC-1077	PcanILC-06451	Pcan	XP_014603472.1
HILC-1077	PdomILC-09388	Pdom	XP_015181583.1
HILC-1077	NvitILC-08625	Nvit	XP_001606799.1
HILC-1078	Amh3ILC-05618	Amh3	XP_393357.1
HILC-1078	BterILC-03408	Bter	XP_012164371.1
HILC-1078	CfloILC-23779	Cflo	XP_011265370.1
HILC-1078	HsalILC-07791	Hsal	XP_011137322.1
HILC-1078	PcanILC-11143	Pcan	XP_014610462.1
HILC-1078	PdomILC-10128	Pdom	XP_015182613.1
HILC-1078	NvitILC-09186	Nvit	XP_003427581.1
HILC-1079	Amh3ILC-15531	Amh3	XP_001122155.2
HILC-1079	BterILC-12604	Bter	XP_003402166.1
HILC-1079	CfloILC-02642	Cflo	XP_011268081.1
HILC-1079	HsalILC-03341	Hsal	XP_011154110.1
HILC-1079	PcanILC-02231	Pcan	XP_014616295.1
HILC-1079	PdomILC-10748	Pdom	XP_015183551.1
HILC-1079	NvitILC-05135	Nvit	XP_001605785.1
HILC-1080	Amh3ILC-08000	Amh3	XP_006558688.2
HILC-1080	BterILC-05877	Bter	XP_003397246.2
HILC-1080	CfloILC-20417	Cflo	XP_011262684.1
HILC-1080	HsalILC-24977	Hsal	XP_011152210.1
HILC-1080	PcanILC-11542	Pcan	XP_014611004.1
HILC-1080	PdomILC-09645	Pdom	XP_015181998.1
HILC-1080	NvitILC-03264	Nvit	XP_016837733.1
HILC-1081	Amh3ILC-13996	Amh3	XP_006564990.1
HILC-1081	BterILC-10391	Bter	XP_003400682.1
HILC-1081	CfloILC-22415	Cflo	XP_011264246.1
HILC-1081	HsalILC-22191	Hsal	XP_011150017.1
HILC-1081	PcanILC-06660	Pcan	XP_014603867.1
HILC-1081	PdomILC-08196	Pdom	XP_015179614.1
HILC-1081	NvitILC-03934	Nvit	XP_001600474.2
HILC-1082	Amh3ILC-02182	Amh3	XP_395476.1
HILC-1082	BterILC-01031	Bter	XP_012171628.1
HILC-1082	CfloILC-15623	Cflo	XP_011259188.1
HILC-1082	HsalILC-03904	Hsal	XP_011154632.1
HILC-1082	PcanILC-10344	Pcan	XP_014609469.1
HILC-1082	PdomILC-01890	Pdom	XP_015190957.1
HILC-1082	NvitILC-17487	Nvit	XP_001602702.2
HILC-1083	Amh3ILC-01545	Amh3	XP_026302081.1
HILC-1083	BterILC-00041	Bter	XP_003392883.1
HILC-1083	CfloILC-23286	Cflo	XP_011265003.1
HILC-1083	HsalILC-19055	Hsal	XP_011147268.1
HILC-1083	PcanILC-02885	Pcan	XP_014597949.1
HILC-1083	PdomILC-16130	Pdom	XP_015189921.1
HILC-1083	NvitILC-06498	Nvit	XP_001602553.1
HILC-1084	Amh3ILC-05883	Amh3	XP_006569570.1
HILC-1084	BterILC-09025	Bter	XP_003399563.1
HILC-1084	CfloILC-01528	Cflo	XP_011257827.1
HILC-1084	HsalILC-04290	Hsal	XP_011154988.1
HILC-1084	PcanILC-00905	Pcan	XP_014607034.1
HILC-1084	PdomILC-14174	Pdom	XP_015188603.1
HILC-1084	NvitILC-01000	Nvit	XP_001602075.1
HILC-1085	Amh3ILC-04259	Amh3	XP_624164.1
HILC-1085	BterILC-03282	Bter	XP_003394912.1
HILC-1085	CfloILC-18273	Cflo	XP_011261126.1
HILC-1085	HsalILC-00887	Hsal	XP_011138375.1
HILC-1085	PcanILC-13370	Pcan	XP_014613413.1
HILC-1085	PdomILC-08821	Pdom	XP_015180814.1
HILC-1085	NvitILC-08095	Nvit	XP_001606375.1
HILC-1086	Amh3ILC-14304	Amh3	XP_016772207.1
HILC-1086	BterILC-11416	Bter	XP_020722634.1
HILC-1086	CfloILC-09941	Cflo	XP_019882767.1
HILC-1086	HsalILC-24559	Hsal	XP_011151797.1
HILC-1086	PcanILC-02461	Pcan	XP_014616562.1
HILC-1086	PdomILC-10647	Pdom	XP_015183457.1
HILC-1086	NvitILC-16076	Nvit	XP_008206054.1
HILC-1087	Amh3ILC-06662	Amh3	XP_624584.4
HILC-1087	BterILC-06279	Bter	XP_003397420.1
HILC-1087	CfloILC-03722	Cflo	XP_011269082.1
HILC-1087	HsalILC-16900	Hsal	XP_011145423.1
HILC-1087	PcanILC-04465	Pcan	XP_014600394.1
HILC-1087	PdomILC-00775	Pdom	XP_015179212.1
HILC-1087	NvitILC-03765	Nvit	XP_001606218.2
HILC-1088	Amh3ILC-03250	Amh3	XP_026295152.1
HILC-1088	BterILC-01700	Bter	XP_003394356.1
HILC-1088	CfloILC-13327	Cflo	XP_011257416.1
HILC-1088	HsalILC-01458	Hsal	XP_011143035.1
HILC-1088	PcanILC-05217	Pcan	XP_014601666.1
HILC-1088	PdomILC-09304	Pdom	XP_015181379.1
HILC-1088	NvitILC-04168	Nvit	XP_008212483.1
HILC-1089	Amh3ILC-07103	Amh3	XP_001123019.2
HILC-1089	BterILC-06351	Bter	XP_020719976.1
HILC-1089	CfloILC-24362	Cflo	XP_011265897.1
HILC-1089	HsalILC-16680	Hsal	XP_011145270.1
HILC-1089	PcanILC-12408	Pcan	XP_014612154.1
HILC-1089	PdomILC-12753	Pdom	XP_015186511.1
HILC-1089	NvitILC-09230	Nvit	XP_001607294.1
HILC-1090	Amh3ILC-14106	Amh3	XP_006565842.1
HILC-1090	BterILC-10194	Bter	XP_012171275.1
HILC-1090	CfloILC-22373	Cflo	XP_011264205.1
HILC-1090	HsalILC-14158	Hsal	XP_011143179.1
HILC-1090	PcanILC-03504	Pcan	XP_014598907.1
HILC-1090	PdomILC-03505	Pdom	XP_015172208.1
HILC-1090	NvitILC-23171	Nvit	XP_003424454.1
HILC-1091	Amh3ILC-01910	Amh3	XP_026301558.1
HILC-1091	BterILC-00537	Bter	XP_012166432.1
HILC-1091	CfloILC-10485	Cflo	XP_011254836.1
HILC-1091	HsalILC-04349	Hsal	XP_019701257.1
HILC-1091	PcanILC-05836	Pcan	XP_014602550.1
HILC-1091	PdomILC-04456	Pdom	XP_015173916.1
HILC-1091	NvitILC-24198	Nvit	XP_008214643.1
HILC-1092	Amh3ILC-06333	Amh3	XP_006561340.1
HILC-1092	BterILC-12809	Bter	XP_003402316.1
HILC-1092	CfloILC-13200	Cflo	XP_011257302.1
HILC-1092	HsalILC-02309	Hsal	XP_011149143.1
HILC-1092	PcanILC-03299	Pcan	XP_014598600.1
HILC-1092	PdomILC-00933	Pdom	XP_015184776.1
HILC-1092	NvitILC-14290	Nvit	XP_001600263.1
HILC-1093	Amh3ILC-00580	Amh3	XP_393448.2
HILC-1093	BterILC-04446	Bter	XP_003396235.1
HILC-1093	CfloILC-24888	Cflo	XP_011266224.1
HILC-1093	HsalILC-10667	Hsal	XP_011140068.1
HILC-1093	PcanILC-11678	Pcan	XP_014611182.1
HILC-1093	PdomILC-12311	Pdom	XP_015185883.1
HILC-1093	NvitILC-17579	Nvit	XP_001599930.1
HILC-1094	Amh3ILC-05725	Amh3	XP_006567799.1
HILC-1094	BterILC-12288	Bter	XP_012173493.1
HILC-1094	CfloILC-04054	Cflo	XP_011269371.1
HILC-1094	HsalILC-00552	Hsal	XP_011134962.1
HILC-1094	PcanILC-00763	Pcan	XP_014605370.1
HILC-1094	PdomILC-09944	Pdom	XP_015182364.1
HILC-1094	NvitILC-04790	Nvit	XP_008210203.1
HILC-1095	Amh3ILC-14921	Amh3	XP_026301086.1
HILC-1095	BterILC-11040	Bter	XP_012172169.1
HILC-1095	CfloILC-18935	Cflo	XP_011261573.1
HILC-1095	HsalILC-13160	Hsal	XP_011142216.1
HILC-1095	PcanILC-07470	Pcan	XP_014605193.1
HILC-1095	PdomILC-10125	Pdom	XP_015182605.1
HILC-1095	NvitILC-12800	Nvit	XP_001605555.2
HILC-1096	Amh3ILC-09808	Amh3	XP_006567483.2
HILC-1096	BterILC-06762	Bter	XP_003397855.1
HILC-1096	CfloILC-07437	Cflo	XP_019882368.1
HILC-1096	HsalILC-20956	Hsal	XP_011148915.2
HILC-1096	PcanILC-12508	Pcan	XP_014612310.1
HILC-1096	PdomILC-11855	Pdom	XP_015185283.1
HILC-1096	NvitILC-13987	Nvit	XP_016842780.1
HILC-1097	Amh3ILC-15431	Amh3	XP_006561461.1
HILC-1097	BterILC-12592	Bter	XP_012173716.1
HILC-1097	CfloILC-11131	Cflo	XP_011255343.1
HILC-1097	HsalILC-10526	Hsal	XP_011139840.1
HILC-1097	PcanILC-05390	Pcan	XP_014601811.1
HILC-1097	PdomILC-13723	Pdom	XP_015188004.1
HILC-1097	NvitILC-08659	Nvit	XP_016839095.1
HILC-1098	Amh3ILC-02197	Amh3	XP_006559185.1
HILC-1098	BterILC-01019	Bter	XP_003393609.1
HILC-1098	CfloILC-02286	Cflo	XP_011264435.1
HILC-1098	HsalILC-23357	Hsal	XP_011150924.1
HILC-1098	PcanILC-12894	Pcan	XP_014612740.1
HILC-1098	PdomILC-12460	Pdom	XP_015186067.1
HILC-1098	NvitILC-12978	Nvit	XP_001606992.2
HILC-1099	Amh3ILC-11838	Amh3	XP_623898.4
HILC-1099	BterILC-08277	Bter	XP_012169202.1
HILC-1099	CfloILC-01296	Cflo	XP_011255844.1
