hiLocus	iLocus	Species	Protein
HILC-849	PdtlILC-15546	Pdtl	PdomMRNAr1.2-08442.1
HILC-849	NvitILC-09230	Nvit	XP_001607294.1
HILC-850	Amh3ILC-06333	Amh3	XP_006561340.1
HILC-850	BterILC-12809	Bter	XP_003402316.1
HILC-850	CfloILC-13200	Cflo	XP_011257302.1
HILC-850	HsalILC-02309	Hsal	XP_011149143.1
HILC-850	PcanILC-03299	Pcan	XP_014598600.1
HILC-850	PdtlILC-01151	Pdtl	PdomMRNAr1.2-03593.1
HILC-850	NvitILC-14290	Nvit	XP_001600263.1
HILC-851	Amh3ILC-05725	Amh3	XP_006567799.1
HILC-851	BterILC-12288	Bter	XP_012173493.1
HILC-851	CfloILC-04054	Cflo	XP_011269371.1
HILC-851	HsalILC-00552	Hsal	XP_011134962.1
HILC-851	PcanILC-00763	Pcan	XP_014605370.1
HILC-851	PdtlILC-12120	Pdtl	PdomMRNAr1.2-05457.1
HILC-851	NvitILC-04790	Nvit	XP_008210203.1
HILC-852	Amh3ILC-14921	Amh3	XP_026301086.1
HILC-852	BterILC-11040	Bter	XP_012172169.1
HILC-852	CfloILC-18935	Cflo	XP_011261573.1
HILC-852	HsalILC-13160	Hsal	XP_011142216.1
HILC-852	PcanILC-07470	Pcan	XP_014605193.1
HILC-852	PdtlILC-12328	Pdtl	PdomMRNAr1.2-03826.1
HILC-852	NvitILC-12800	Nvit	XP_001605555.2
HILC-853	Amh3ILC-15431	Amh3	XP_006561461.1
HILC-853	BterILC-12592	Bter	XP_012173716.1
HILC-853	CfloILC-11131	Cflo	XP_011255343.1
HILC-853	HsalILC-10526	Hsal	XP_011139840.1
HILC-853	PcanILC-05390	Pcan	XP_014601811.1
HILC-853	PdtlILC-16706	Pdtl	PdomMRNAr1.2-10293.1
HILC-853	NvitILC-08659	Nvit	XP_016839095.1
HILC-854	Amh3ILC-02197	Amh3	XP_006559185.1
HILC-854	BterILC-01019	Bter	XP_003393609.1
HILC-854	CfloILC-02286	Cflo	XP_011264435.1
HILC-854	HsalILC-23357	Hsal	XP_011150924.1
HILC-854	PcanILC-12894	Pcan	XP_014612740.1
HILC-854	PdtlILC-15146	Pdtl	PdomMRNAr1.2-09862.1
HILC-854	NvitILC-12978	Nvit	XP_001606992.2
HILC-855	Amh3ILC-13350	Amh3	XP_026300553.1
HILC-855	BterILC-09995	Bter	XP_012170833.1
HILC-855	CfloILC-08071	Cflo	XP_011252909.1
HILC-855	HsalILC-04046	Hsal	XP_019701214.1
HILC-855	PcanILC-03516	Pcan	XP_014598930.1
HILC-855	PdtlILC-04460	Pdtl	PdomMRNAr1.2-01980.1
HILC-855	NvitILC-23112	Nvit	XP_016845013.1
HILC-856	Amh3ILC-02970	Amh3	XP_624420.3
HILC-856	BterILC-13778	Bter	XP_012174368.1
HILC-856	CfloILC-02180	Cflo	XP_019884487.1
HILC-856	HsalILC-15457	Hsal	XP_011144268.1
HILC-856	PcanILC-13280	Pcan	XP_014613298.1
HILC-856	PdtlILC-13644	Pdtl	PdomMRNAr1.2-09915.1
HILC-856	NvitILC-06513	Nvit	XP_003427285.1
HILC-857	Amh3ILC-11207	Amh3	XP_006571899.1
HILC-857	BterILC-08092	Bter	XP_012169454.1
HILC-857	CfloILC-27209	Cflo	XP_011267799.1
HILC-857	HsalILC-04948	Hsal	XP_011135100.1
HILC-857	PcanILC-00353	Pcan	XP_014599394.1
HILC-857	PdtlILC-04284	Pdtl	PdomMRNAr1.2-06680.1
HILC-857	NvitILC-00284	Nvit	XP_016845656.1
HILC-858	Amh3ILC-05602	Amh3	XP_623527.1
HILC-858	BterILC-03421	Bter	XP_003395819.1
HILC-858	CfloILC-17169	Cflo	XP_011260462.1
HILC-858	HsalILC-18083	Hsal	XP_011146352.1
HILC-858	PcanILC-08222	Pcan	XP_014606201.1
HILC-858	PdtlILC-16672	Pdtl	PdomMRNAr1.2-11036.1
HILC-858	NvitILC-09342	Nvit	XP_001604655.1
HILC-859	Amh3ILC-09283	Amh3	XP_006560810.1
HILC-859	BterILC-06451	Bter	XP_003397603.1
HILC-859	CfloILC-20577	Cflo	XP_011262788.1
HILC-859	HsalILC-14756	Hsal	XP_011143672.1
HILC-859	PcanILC-06073	Pcan	XP_014602871.1
HILC-859	PdtlILC-07015	Pdtl	PdomMRNAr1.2-04642.1
HILC-859	NvitILC-00837	Nvit	XP_001604505.1
HILC-860	Amh3ILC-11162	Amh3	XP_026299535.1
HILC-860	BterILC-08126	Bter	XP_003399153.1
HILC-860	CfloILC-18858	Cflo	XP_011261487.1
HILC-860	HsalILC-04937	Hsal	XP_011135091.1
HILC-860	PcanILC-05231	Pcan	XP_014601713.1
HILC-860	PdtlILC-06792	Pdtl	PdomMRNAr1.2-00554.1
HILC-860	NvitILC-02983	Nvit	XP_001607883.2
HILC-861	Amh3ILC-05685	Amh3	XP_394584.4
HILC-861	BterILC-03534	Bter	XP_012164244.1
HILC-861	CfloILC-13334	Cflo	XP_011257417.1
HILC-861	HsalILC-07856	Hsal	XP_011137377.1
HILC-861	PcanILC-01831	Pcan	XP_014615775.1
HILC-861	PdtlILC-17006	Pdtl	PdomMRNAr1.2-08713.1
HILC-861	NvitILC-24428	Nvit	XP_001606464.1
HILC-862	Amh3ILC-08433	Amh3	XP_006563923.1
HILC-862	BterILC-05594	Bter	XP_012166244.1
HILC-862	CfloILC-05779	Cflo	XP_011251083.1
HILC-862	HsalILC-03418	Hsal	XP_011154183.1
HILC-862	PcanILC-00094	Pcan	XP_014615086.1
HILC-862	PdtlILC-07341	Pdtl	PdomMRNAr1.2-00380.1
HILC-862	NvitILC-08338	Nvit	XP_001605729.1
HILC-863	Amh3ILC-00800	Amh3	XP_393249.2
HILC-863	BterILC-04620	Bter	XP_012165201.1
HILC-863	CfloILC-13220	Cflo	XP_011257321.1
HILC-863	HsalILC-18198	Hsal	XP_011146452.1
HILC-863	PcanILC-02133	Pcan	XP_014616107.1
HILC-863	PdtlILC-03767	Pdtl	PdomMRNAr1.2-10249.1
HILC-863	NvitILC-01589	Nvit	XP_008210891.1
HILC-864	Amh3ILC-04946	Amh3	XP_625077.3
HILC-864	BterILC-03095	Bter	XP_012163362.1
HILC-864	CfloILC-23938	Cflo	XP_011265490.1
HILC-864	HsalILC-23919	Hsal	XP_011151484.1
HILC-864	PcanILC-13375	Pcan	XP_014613419.1
HILC-864	PdtlILC-10802	Pdtl	PdomMRNAr1.2-01629.1
HILC-864	NvitILC-05714	Nvit	XP_001604141.1
HILC-865	Amh3ILC-09613	Amh3	XP_016769674.2
HILC-865	BterILC-06593	Bter	XP_003397771.1
HILC-865	CfloILC-15058	Cflo	XP_011258683.1
HILC-865	HsalILC-12189	Hsal	XP_011141344.1
HILC-865	PcanILC-01131	Pcan	XP_014612318.1
HILC-865	PdtlILC-09126	Pdtl	PdomMRNAr1.2-09725.1
HILC-865	NvitILC-12078	Nvit	XP_001599683.1
HILC-866	Amh3ILC-13147	Amh3	XP_003249678.1
HILC-866	BterILC-09612	Bter	XP_012170706.1
HILC-866	CfloILC-11029	Cflo	XP_011255297.1
HILC-866	HsalILC-20881	Hsal	XP_011148866.1
HILC-866	PcanILC-14146	Pcan	XP_014614390.1
HILC-866	PdtlILC-02912	Pdtl	PdomMRNAr1.2-09372.1
HILC-866	NvitILC-09527	Nvit	XP_001602909.3
HILC-867	Amh3ILC-05618	Amh3	XP_393357.1
HILC-867	BterILC-03408	Bter	XP_012164371.1
HILC-867	CfloILC-23779	Cflo	XP_011265370.1
HILC-867	HsalILC-07791	Hsal	XP_011137322.1
HILC-867	PcanILC-11143	Pcan	XP_014610462.1
HILC-867	PdtlILC-12331	Pdtl	PdomMRNAr1.2-05419.1
HILC-867	NvitILC-09186	Nvit	XP_003427581.1
HILC-868	Amh3ILC-01910	Amh3	XP_026301558.1
HILC-868	BterILC-00537	Bter	XP_012166432.1
HILC-868	CfloILC-10485	Cflo	XP_011254836.1
HILC-868	HsalILC-04349	Hsal	XP_019701257.1
HILC-868	PcanILC-05836	Pcan	XP_014602550.1
HILC-868	PdtlILC-16410	Pdtl	PdomMRNAr1.2-09762.1
HILC-868	NvitILC-24198	Nvit	XP_008214643.1
HILC-869	Amh3ILC-15007	Amh3	XP_006563705.1
HILC-869	BterILC-10891	Bter	XP_003400984.1
HILC-869	CfloILC-07613	Cflo	XP_011252467.1
HILC-869	HsalILC-06559	Hsal	XP_019696113.1
HILC-869	PcanILC-13852	Pcan	XP_014614083.1
HILC-869	PdtlILC-02366	Pdtl	PdomMRNAr1.2-05829.1
HILC-869	NvitILC-12803	Nvit	XP_016842356.1
HILC-870	Amh3ILC-01973	Amh3	XP_624811.3
HILC-870	BterILC-01052	Bter	XP_003393632.1
HILC-870	CfloILC-23441	Cflo	XP_011265154.1
HILC-870	HsalILC-16526	Hsal	XP_011145134.1
HILC-870	PcanILC-13743	Pcan	XP_014613904.1
HILC-870	PdtlILC-17625	Pdtl	PdomMRNAr1.2-01306.1
HILC-870	NvitILC-18320	Nvit	XP_008209116.1
HILC-871	Amh3ILC-06607	Amh3	XP_026297302.1
HILC-871	BterILC-04281	Bter	XP_012164818.1
HILC-871	CfloILC-18801	Cflo	XP_011261426.1
HILC-871	HsalILC-11680	Hsal	XP_019697413.1
HILC-871	PcanILC-04055	Pcan	XP_014599656.1
HILC-871	PdtlILC-10608	Pdtl	PdomMRNAr1.2-03672.1
HILC-871	NvitILC-17991	Nvit	XP_001602552.2
HILC-872	Amh3ILC-11176	Amh3	XP_006562100.1
HILC-872	BterILC-08061	Bter	XP_012168903.1
HILC-872	CfloILC-27163	Cflo	XP_011267749.1
HILC-872	HsalILC-01846	Hsal	XP_011145643.1
HILC-872	PcanILC-08359	Pcan	XP_014606439.1
HILC-872	PdtlILC-02090	Pdtl	PdomMRNAr1.2-08517.1
HILC-872	NvitILC-12724	Nvit	XP_001604339.2
HILC-873	Amh3ILC-09280	Amh3	XP_026298445.1
HILC-873	BterILC-06450	Bter	XP_020720429.1
HILC-873	CfloILC-20578	Cflo	XP_011262785.1
HILC-873	HsalILC-19412	Hsal	XP_011147572.1
HILC-873	PcanILC-06075	Pcan	XP_014602886.1
HILC-873	PdtlILC-07013	Pdtl	PdomMRNAr1.2-01076.1
HILC-873	NvitILC-00703	Nvit	XP_016836496.1
HILC-874	Amh3ILC-13681	Amh3	XP_396879.3
HILC-874	BterILC-10664	Bter	XP_003400726.1
HILC-874	CfloILC-22193	Cflo	XP_011264002.1
HILC-874	HsalILC-10639	Hsal	XP_011140021.1
HILC-874	PcanILC-08911	Pcan	XP_014607237.1
HILC-874	PdtlILC-06160	Pdtl	PdomMRNAr1.2-02917.1
HILC-874	NvitILC-05617	Nvit	XP_003425939.1
HILC-875	Amh3ILC-06055	Amh3	XP_393586.1
HILC-875	BterILC-03644	Bter	XP_003395640.1
HILC-875	CfloILC-16708	Cflo	XP_011260017.1
HILC-875	HsalILC-09919	Hsal	XP_011139252.1
HILC-875	PcanILC-03252	Pcan	XP_014598276.1
HILC-875	PdtlILC-14034	Pdtl	PdomMRNAr1.2-07683.1
HILC-875	NvitILC-03343	Nvit	XP_016838201.1
HILC-876	Amh3ILC-14996	Amh3	XP_026301295.1
HILC-876	BterILC-10904	Bter	XP_012172008.1
HILC-876	CfloILC-17158	Cflo	XP_011260445.1
HILC-876	HsalILC-26221	Hsal	XP_011153166.1
HILC-876	PcanILC-12390	Pcan	XP_014612128.1
HILC-876	PdtlILC-14117	Pdtl	PdomMRNAr1.2-06258.1
HILC-876	NvitILC-00516	Nvit	XP_016836835.1
HILC-877	Amh3ILC-01254	Amh3	XP_006570867.1
HILC-877	BterILC-00353	Bter	XP_012164333.1
HILC-877	CfloILC-03548	Cflo	XP_011268825.1
HILC-877	HsalILC-10162	Hsal	XP_011139456.1
HILC-877	PcanILC-05819	Pcan	XP_014602466.1
HILC-877	PdtlILC-13710	Pdtl	PdomMRNAr1.2-11138.1
HILC-877	NvitILC-00681	Nvit	XP_016840767.1
HILC-878	Amh3ILC-02286	Amh3	XP_392246.3
HILC-878	BterILC-00879	Bter	XP_012170528.1
HILC-878	CfloILC-04570	Cflo	XP_011269785.1
HILC-878	HsalILC-03838	Hsal	XP_011154589.1
HILC-878	PcanILC-00242	Pcan	XP_014597843.1
HILC-878	PdtlILC-06822	Pdtl	PdomMRNAr1.2-01738.1
HILC-878	NvitILC-02004	Nvit	XP_016845929.1
HILC-879	Amh3ILC-05683	Amh3	XP_392374.4
HILC-879	BterILC-03531	Bter	XP_020718604.1
HILC-879	CfloILC-18901	Cflo	XP_011261544.1
HILC-879	HsalILC-07855	Hsal	XP_011137375.1
HILC-879	PcanILC-01829	Pcan	XP_014615790.1
HILC-879	PdtlILC-17008	Pdtl	PdomMRNAr1.2-02110.1
HILC-879	NvitILC-24430	Nvit	XP_008214817.1
HILC-880	Amh3ILC-08578	Amh3	XP_016769151.1
HILC-880	BterILC-11865	Bter	XP_003401835.1
HILC-880	CfloILC-11049	Cflo	XP_011255313.1
HILC-880	HsalILC-17916	Hsal	XP_011146189.1
HILC-880	PcanILC-01537	Pcan	XP_014615266.1
HILC-880	PdtlILC-15289	Pdtl	PdomMRNAr1.2-10344.1
HILC-880	NvitILC-23373	Nvit	XP_001608116.1
HILC-881	Amh3ILC-13151	Amh3	XP_006560460.1
HILC-881	BterILC-09616	Bter	XP_012170708.1
HILC-881	CfloILC-17839	Cflo	XP_011260947.1
HILC-881	HsalILC-25692	Hsal	XP_011152722.1
HILC-881	PcanILC-11771	Pcan	XP_014611299.1
HILC-881	PdtlILC-08576	Pdtl	PdomMRNAr1.2-02219.1
HILC-881	NvitILC-05212	Nvit	XP_016837399.1
HILC-882	Amh3ILC-00383	Amh3	NP_001139207.1
HILC-882	BterILC-13994	Bter	XP_012174464.1
HILC-882	CfloILC-12294	Cflo	XP_011256509.1
HILC-882	HsalILC-10488	Hsal	XP_011139805.1
HILC-882	PcanILC-12456	Pcan	XP_014612221.1
HILC-882	PdtlILC-12465	Pdtl	PdomMRNAr1.2-02299.1
HILC-882	NvitILC-04095	Nvit	NP_001165865.1
HILC-883	Amh3ILC-15785	Amh3	XP_393370.4
HILC-883	BterILC-10842	Bter	XP_012171935.1
HILC-883	CfloILC-14633	Cflo	XP_011258392.1
HILC-883	HsalILC-17874	Hsal	XP_011146122.1
HILC-883	PcanILC-02025	Pcan	XP_014615950.1
HILC-883	PdtlILC-04754	Pdtl	PdomMRNAr1.2-04236.1
HILC-883	NvitILC-02957	Nvit	XP_008215711.1
HILC-884	Amh3ILC-01958	Amh3	XP_026297873.1
HILC-884	BterILC-00582	Bter	XP_003393279.1
HILC-884	CfloILC-10444	Cflo	XP_019882850.1
HILC-884	HsalILC-14842	Hsal	XP_011143733.1
HILC-884	PcanILC-08682	Pcan	XP_014606920.1
HILC-884	PdtlILC-00072	Pdtl	PdomMRNAr1.2-09969.1
HILC-884	NvitILC-24335	Nvit	XP_016845323.1
HILC-885	Amh3ILC-10887	Amh3	XP_026299545.1
HILC-885	BterILC-04800	Bter	XP_012165447.1
HILC-885	CfloILC-16948	Cflo	XP_011260209.1
HILC-885	HsalILC-22776	Hsal	XP_011150558.1
HILC-885	PcanILC-13066	Pcan	XP_014613010.1
HILC-885	PdtlILC-09764	Pdtl	PdomMRNAr1.2-00437.1
HILC-885	NvitILC-06752	Nvit	XP_016839892.1
HILC-886	Amh3ILC-14304	Amh3	XP_016772207.1
HILC-886	BterILC-11416	Bter	XP_020722634.1
HILC-886	CfloILC-09941	Cflo	XP_019882767.1
HILC-886	HsalILC-24559	Hsal	XP_011151797.1
HILC-886	PcanILC-02461	Pcan	XP_014616562.1
HILC-886	PdtlILC-12943	Pdtl	PdomMRNAr1.2-05873.1
HILC-886	NvitILC-16076	Nvit	XP_008206054.1
HILC-887	Amh3ILC-14916	Amh3	XP_006563601.1
HILC-887	BterILC-11043	Bter	XP_003401034.1
HILC-887	CfloILC-18938	Cflo	XP_011261578.1
HILC-887	HsalILC-13163	Hsal	XP_011142221.1
HILC-887	PcanILC-07474	Pcan	XP_014605123.1
HILC-887	PdtlILC-12325	Pdtl	PdomMRNAr1.2-03825.1
HILC-887	NvitILC-12795	Nvit	XP_001605510.1
HILC-888	Amh3ILC-00805	Amh3	XP_006568643.1
HILC-888	BterILC-04625	Bter	XP_003396273.1
HILC-888	CfloILC-04385	Cflo	XP_011269616.1
HILC-888	HsalILC-14570	Hsal	XP_011143549.1
HILC-888	PcanILC-13766	Pcan	XP_014613930.1
HILC-888	PdtlILC-08603	Pdtl	PdomMRNAr1.2-09449.1
HILC-888	NvitILC-01585	Nvit	XP_008210877.1
HILC-889	Amh3ILC-12001	Amh3	XP_396873.2
HILC-889	BterILC-08133	Bter	XP_003399144.1
HILC-889	CfloILC-12375	Cflo	XP_011256652.1
HILC-889	HsalILC-09450	Hsal	XP_011138877.1
HILC-889	PcanILC-02849	Pcan	XP_014597779.1
HILC-889	PdtlILC-11972	Pdtl	PdomMRNAr1.2-05239.1
HILC-889	NvitILC-02550	Nvit	XP_001606004.2
HILC-890	Amh3ILC-07533	Amh3	XP_026297451.1
HILC-890	BterILC-13683	Bter	XP_012174292.1
HILC-890	CfloILC-13638	Cflo	XP_011257628.1
HILC-890	HsalILC-14348	Hsal	XP_011143343.1
HILC-890	PcanILC-01264	Pcan	XP_014612923.1
HILC-890	PdtlILC-05304	Pdtl	PdomMRNAr1.2-01401.1
HILC-890	NvitILC-12964	Nvit	XP_003425296.1
HILC-891	Amh3ILC-07545	Amh3	XP_026297778.1
HILC-891	BterILC-13673	Bter	XP_020723462.1
HILC-891	CfloILC-13644	Cflo	XP_011257638.1
HILC-891	HsalILC-14357	Hsal	XP_011143353.1
HILC-891	PcanILC-01271	Pcan	XP_014613102.1
HILC-891	PdtlILC-05293	Pdtl	PdomMRNAr1.2-00947.1
HILC-891	NvitILC-12970	Nvit	XP_003425299.1
HILC-892	Amh3ILC-06419	Amh3	XP_001120233.1
HILC-892	BterILC-04354	Bter	XP_003396075.1
HILC-892	CfloILC-12276	Cflo	XP_011256538.1
HILC-892	HsalILC-08369	Hsal	XP_011137765.1
HILC-892	PcanILC-03936	Pcan	XP_014599518.1
HILC-892	PdtlILC-15646	Pdtl	PdomMRNAr1.2-04874.1
HILC-892	NvitILC-09630	Nvit	XP_001600385.3
HILC-893	Amh3ILC-08719	Amh3	XP_001122159.1
HILC-893	BterILC-11972	Bter	XP_003401740.1
HILC-893	CfloILC-08674	Cflo	XP_011253378.1
HILC-893	HsalILC-22365	Hsal	XP_011150184.1
HILC-893	PcanILC-00698	Pcan	XP_014603869.1
HILC-893	PdtlILC-03521	Pdtl	PdomMRNAr1.2-07702.1
HILC-893	NvitILC-00987	Nvit	XP_008215221.1
HILC-894	Amh3ILC-07791	Amh3	XP_396208.4
HILC-894	BterILC-05098	Bter	XP_003396687.1
HILC-894	CfloILC-19030	Cflo	XP_011261665.1
HILC-894	HsalILC-11185	Hsal	XP_011140458.1
HILC-894	PcanILC-05486	Pcan	XP_014602058.1
HILC-894	PdtlILC-00445	Pdtl	PdomMRNAr1.2-05035.1
HILC-894	NvitILC-03068	Nvit	XP_001608028.2
HILC-895	Amh3ILC-14798	Amh3	XP_026301184.1
HILC-895	BterILC-11163	Bter	XP_003401125.1
HILC-895	CfloILC-10397	Cflo	XP_011254740.1
HILC-895	HsalILC-11551	Hsal	XP_011140852.1
HILC-895	PcanILC-04280	Pcan	XP_014600128.1
HILC-895	PdtlILC-08166	Pdtl	PdomMRNAr1.2-06319.1
HILC-895	NvitILC-02736	Nvit	XP_001608023.1
HILC-896	Amh3ILC-05479	Amh3	XP_392365.1
HILC-896	BterILC-03945	Bter	XP_003395617.1
HILC-896	CfloILC-13563	Cflo	XP_011257590.1
HILC-896	HsalILC-09613	Hsal	XP_011139047.1
HILC-896	PcanILC-09632	Pcan	XP_014608383.1
HILC-896	PdtlILC-06872	Pdtl	PdomMRNAr1.2-06721.1
HILC-896	NvitILC-09677	Nvit	XP_001601439.1
HILC-897	Amh3ILC-03982	Amh3	XP_006569304.1
HILC-897	BterILC-01987	Bter	XP_012175911.1
HILC-897	CfloILC-02753	Cflo	XP_019885343.1
HILC-897	HsalILC-04494	Hsal	XP_019695697.1
HILC-897	PcanILC-01256	Pcan	XP_014613394.1
HILC-897	PdtlILC-05313	Pdtl	PdomMRNAr1.2-02673.1
HILC-897	NvitILC-04372	Nvit	XP_008212650.2
HILC-898	Amh3ILC-09364	Amh3	XP_006561678.2
HILC-898	BterILC-06522	Bter	XP_020720310.1
HILC-898	CfloILC-22237	Cflo	XP_011264036.1
HILC-898	HsalILC-12790	Hsal	XP_011141782.1
HILC-898	PcanILC-02175	Pcan	XP_014616125.1
HILC-898	PdtlILC-00680	Pdtl	PdomMRNAr1.2-10879.1
HILC-898	NvitILC-17608	Nvit	XP_001600451.2
HILC-899	Amh3ILC-03035	Amh3	XP_006568815.1
HILC-899	BterILC-01168	Bter	XP_012173004.1
HILC-899	CfloILC-00471	Cflo	XP_011269659.1
HILC-899	HsalILC-06288	Hsal	XP_011136154.1
HILC-899	PcanILC-10880	Pcan	XP_014610207.1
HILC-899	PdtlILC-16848	Pdtl	PdomMRNAr1.2-01245.1
HILC-899	NvitILC-05549	Nvit	XP_008204767.1
HILC-900	Amh3ILC-05301	Amh3	XP_394536.1
HILC-900	BterILC-03559	Bter	XP_003395699.1
HILC-900	CfloILC-06620	Cflo	XP_011251737.1
HILC-900	HsalILC-09493	Hsal	XP_011138917.1
HILC-900	PcanILC-01894	Pcan	XP_014615757.1
HILC-900	PdtlILC-10232	Pdtl	PdomMRNAr1.2-00592.1
HILC-900	NvitILC-09221	Nvit	XP_008211668.1
HILC-901	Amh3ILC-15508	Amh3	XP_624667.3
HILC-901	BterILC-12695	Bter	XP_012173800.1
HILC-901	CfloILC-04422	Cflo	XP_011269638.1
HILC-901	HsalILC-16067	Hsal	XP_011144762.1
HILC-901	PcanILC-09372	Pcan	XP_014608039.1
HILC-901	PdtlILC-13188	Pdtl	PdomMRNAr1.2-09877.1
HILC-901	NvitILC-00427	Nvit	XP_001607286.1
HILC-902	Amh3ILC-10345	Amh3	XP_392905.2
HILC-902	BterILC-07545	Bter	XP_003398181.1
HILC-902	CfloILC-11167	Cflo	XP_011255374.1
HILC-902	HsalILC-14494	Hsal	XP_019698096.1
HILC-902	PcanILC-02973	Pcan	XP_014598076.1
HILC-902	PdtlILC-08529	Pdtl	PdomMRNAr1.2-08218.1
HILC-902	NvitILC-17597	Nvit	XP_016843558.1
HILC-903	Amh3ILC-07334	Amh3	XP_006559886.1
HILC-903	BterILC-05938	Bter	XP_003397230.1
HILC-903	CfloILC-09567	Cflo	XP_011254108.1
HILC-903	HsalILC-11162	Hsal	XP_011140415.1
HILC-903	PcanILC-09314	Pcan	XP_014607860.1
HILC-903	PdtlILC-02236	Pdtl	PdomMRNAr1.2-06730.1
HILC-903	NvitILC-08765	Nvit	XP_008211218.1
HILC-904	Amh3ILC-00620	Amh3	XP_623782.1
HILC-904	BterILC-07779	Bter	XP_003398752.1
HILC-904	CfloILC-24893	Cflo	XP_011266229.1
HILC-904	HsalILC-13918	Hsal	XP_019697934.1
HILC-904	PcanILC-10982	Pcan	XP_014610332.1
HILC-904	PdtlILC-15027	Pdtl	PdomMRNAr1.2-04761.1
HILC-904	NvitILC-22896	Nvit	XP_016844666.1
HILC-905	Amh3ILC-05702	Amh3	XP_026296600.1
HILC-905	BterILC-03545	Bter	XP_012164241.1
HILC-905	CfloILC-09288	Cflo	XP_011253923.1
HILC-905	HsalILC-22421	Hsal	XP_011150258.1
HILC-905	PcanILC-01877	Pcan	XP_014615794.1
HILC-905	PdtlILC-10200	Pdtl	PdomMRNAr1.2-05898.1
HILC-905	NvitILC-11839	Nvit	XP_003424949.1
HILC-906	Amh3ILC-10776	Amh3	XP_624074.1
HILC-906	BterILC-15478	Bter	XP_003403359.1
HILC-906	CfloILC-25711	Cflo	XP_011266832.1
HILC-906	HsalILC-01245	Hsal	XP_011141114.1
HILC-906	PcanILC-05138	Pcan	XP_014601636.1
HILC-906	PdtlILC-11846	Pdtl	PdomMRNAr1.2-03337.1
HILC-906	NvitILC-14519	Nvit	XP_001599067.3
HILC-907	Amh3ILC-10421	Amh3	XP_392877.1
HILC-907	BterILC-07401	Bter	XP_003398286.1
HILC-907	CfloILC-16766	Cflo	XP_011260110.1
HILC-907	HsalILC-17435	Hsal	XP_011145862.1
HILC-907	PcanILC-03424	Pcan	XP_014598750.1
HILC-907	PdtlILC-07790	Pdtl	PdomMRNAr1.2-09610.1
HILC-907	NvitILC-00174	Nvit	XP_001605058.1
HILC-908	Amh3ILC-03999	Amh3	XP_392265.4
HILC-908	BterILC-01974	Bter	XP_003394159.1
HILC-908	CfloILC-20820	Cflo	XP_011263042.1
HILC-908	HsalILC-10822	Hsal	XP_019697219.1
HILC-908	PcanILC-04472	Pcan	XP_014600519.1
HILC-908	PdtlILC-00927	Pdtl	PdomMRNAr1.2-08361.1
HILC-908	NvitILC-02926	Nvit	XP_001607774.1
HILC-909	Amh3ILC-08548	Amh3	XP_624533.1
HILC-909	BterILC-11845	Bter	XP_003401865.1
HILC-909	CfloILC-23285	Cflo	XP_011265002.1
HILC-909	HsalILC-19060	Hsal	XP_011147269.1
HILC-909	PcanILC-13478	Pcan	XP_014613577.1
HILC-909	PdtlILC-16307	Pdtl	PdomMRNAr1.2-04614.1
HILC-909	NvitILC-23338	Nvit	XP_016844885.1
HILC-910	Amh3ILC-13105	Amh3	XP_391965.1
HILC-910	BterILC-09723	Bter	XP_003400299.1
HILC-910	CfloILC-26447	Cflo	XP_011267285.1
HILC-910	HsalILC-01336	Hsal	XP_011141791.1
HILC-910	PcanILC-03806	Pcan	XP_014599344.1
HILC-910	PdtlILC-16364	Pdtl	PdomMRNAr1.2-04223.1
HILC-910	NvitILC-08381	Nvit	XP_001606373.1
HILC-911	Amh3ILC-04677	Amh3	XP_003251005.1
HILC-911	BterILC-02580	Bter	XP_003394823.1
HILC-911	CfloILC-05882	Cflo	XP_011251137.1
HILC-911	HsalILC-01498	Hsal	XP_011143470.1
HILC-911	PcanILC-11613	Pcan	XP_014611080.1
HILC-911	PdtlILC-14232	Pdtl	PdomMRNAr1.2-02682.1
HILC-911	NvitILC-07399	Nvit	XP_001602513.2
HILC-912	Amh3ILC-02923	Amh3	XP_623197.2
HILC-912	BterILC-13739	Bter	XP_003402669.1
HILC-912	CfloILC-20677	Cflo	XP_011262896.1
HILC-912	HsalILC-22598	Hsal	XP_019700043.1
HILC-912	PcanILC-07673	Pcan	XP_014605435.1
HILC-912	PdtlILC-13403	Pdtl	PdomMRNAr1.2-08958.1
HILC-912	NvitILC-12519	Nvit	XP_016842225.1
HILC-913	Amh3ILC-15193	Amh3	XP_006557795.1
HILC-913	BterILC-12508	Bter	XP_003402210.1
HILC-913	CfloILC-02306	Cflo	XP_011264803.1
HILC-913	HsalILC-03090	Hsal	XP_011153792.1
HILC-913	PcanILC-12905	Pcan	XP_014612747.1
HILC-913	PdtlILC-00106	Pdtl	PdomMRNAr1.2-00089.1
HILC-913	NvitILC-13263	Nvit	XP_001599178.1
HILC-914	Amh3ILC-03510	Amh3	XP_393137.3
HILC-914	BterILC-02271	Bter	XP_003394534.1
HILC-914	CfloILC-15907	Cflo	XP_011259419.1
HILC-914	HsalILC-18546	Hsal	XP_011146840.1
HILC-914	PcanILC-02782	Pcan	XP_014597794.1
HILC-914	PdtlILC-12666	Pdtl	PdomMRNAr1.2-06070.1
HILC-914	NvitILC-02250	Nvit	XP_001600200.3
HILC-915	Amh3ILC-10099	Amh3	XP_026299291.1
HILC-915	BterILC-07280	Bter	XP_003398372.1
HILC-915	CfloILC-17661	Cflo	XP_019883900.1
